function,dimension,noise,screen_method,top_m,row_type,target,original_variable,local_variable,hidden,pair,pair_in_screened_set,is_true_active,is_true_interaction,train_mse_mean,train_mse_std,train_mse_min,train_mse_max,test_mse_mean,test_mse_std,test_mse_min,test_mse_max,screen_contains_all_true_vars_mean,screen_contains_all_true_vars_std,screen_contains_all_true_vars_min,screen_contains_all_true_vars_max,screen_true_var_recall_mean,screen_true_var_recall_std,screen_true_var_recall_min,screen_true_var_recall_max,screen_contains_true_interactions_mean,screen_contains_true_interactions_std,screen_contains_true_interactions_min,screen_contains_true_interactions_max,baseline_mse_mean,baseline_mse_std,baseline_mse_min,baseline_mse_max,ablated_mse_mean,ablated_mse_std,ablated_mse_min,ablated_mse_max,delta_mse_mean,delta_mse_std,delta_mse_min,delta_mse_max,synergy_mean,synergy_std,synergy_min,synergy_max
core_interaction_c5,100,0.0,rf,10,shared_hidden_pair_edges,"x2,x3->h6",,,6,"(2, 3)",1,,1,0.00021444503727252595,0.00024894407733580103,2.2040130716050044e-05,0.0004956026677973568,0.0004547994382543645,0.0004968482610541817,5.696775406249799e-05,0.0010117036290466785,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543645,0.0004968482610541817,5.696775406249799e-05,0.0010117036290466785,0.11783385262970114,0.20377102110611311,5.866673745913431e-05,0.3531283140182495,0.11737905319144677,0.20328868793643787,1.6989833966363221e-06,0.35211661038920283,-0.10285653494186893,0.17815240984021277,-0.30856921849772334,5.546826287172735e-08
core_interaction_c5,100,0.0,rf,10,shared_hidden_pair_edges,"x2,x3->h7",,,7,"(2, 3)",1,,1,0.00021444503727252595,0.00024894407733580103,2.2040130716050044e-05,0.0004956026677973568,0.0004547994382543645,0.0004968482610541817,5.696775406249799e-05,0.0010117036290466785,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543645,0.0004968482610541817,5.696775406249799e-05,0.0010117036290466785,0.07672926993109286,0.10104621600658603,0.00030562165193259716,0.19129492342472076,0.07627447049283849,0.10131755531781209,9.894720278680325e-06,0.19123795567065827,-0.04634310447606064,0.07875353761016186,-0.13727420506984345,4.5192427933216095e-07
core_interaction_c5,100,0.0,rf,10,single_edge,x0->h0,0,0,0,,,1,,0.00021444503727252595,0.00024894407733580103,2.2040130716050044e-05,0.0004956026677973568,0.0004547994382543645,0.0004968482610541817,5.696775406249799e-05,0.0010117036290466785,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543645,0.0004968482610541817,5.696775406249799e-05,0.0010117036290466785,0.0006506040105402159,0.0006499038790895685,5.800319922855124e-05,0.0013456440065056086,0.00019580457228585146,0.0001735278748566691,1.0354451660532504e-06,0.00033394037745893,,,,
core_interaction_c5,100,0.0,rf,10,single_edge,x0->h1,0,0,1,,,1,,0.00021444503727252595,0.00024894407733580103,2.2040130716050044e-05,0.0004956026677973568,0.0004547994382543645,0.0004968482610541817,5.696775406249799e-05,0.0010117036290466785,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543645,0.0004968482610541817,5.696775406249799e-05,0.0010117036290466785,0.0008626858179923147,0.0011221954174866393,7.043679943308234e-05,0.0021468298509716988,0.0004078863797379502,0.000630560720083772,1.3469045370584354e-05,0.0011351262219250202,,,,
core_interaction_c5,100,0.0,rf,10,single_edge,x0->h2,0,0,2,,,1,,0.00021444503727252595,0.00024894407733580103,2.2040130716050044e-05,0.0004956026677973568,0.0004547994382543645,0.0004968482610541817,5.696775406249799e-05,0.0010117036290466785,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543645,0.0004968482610541817,5.696775406249799e-05,0.0010117036290466785,0.0269301652830715,0.04444738097612241,0.0010369551600888371,0.0782528817653656,0.026475365844817134,0.04479519213575158,2.5251531042158604e-05,0.0781959140113031,,,,
core_interaction_c5,100,0.0,rf,10,single_edge,x0->h3,0,0,3,,,1,,0.00021444503727252595,0.00024894407733580103,2.2040130716050044e-05,0.0004956026677973568,0.0004547994382543645,0.0004968482610541817,5.696775406249799e-05,0.0010117036290466785,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543645,0.0004968482610541817,5.696775406249799e-05,0.0010117036290466785,0.11617010583480199,0.025632372496737388,0.08658618479967117,0.13174451887607574,0.11571530639654763,0.025484492535657124,0.08629045786801726,0.13073281524702907,,,,
core_interaction_c5,100,0.0,rf,10,single_edge,x0->h4,0,0,4,,,1,,0.00021444503727252595,0.00024894407733580103,2.2040130716050044e-05,0.0004956026677973568,0.0004547994382543645,0.0004968482610541817,5.696775406249799e-05,0.0010117036290466785,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543645,0.0004968482610541817,5.696775406249799e-05,0.0010117036290466785,0.017121715083097417,0.025453774155109753,0.001015976769849658,0.04646656662225723,0.016666915644843055,0.025622487203130352,4.273140802979469e-06,0.046170839690603316,,,,
core_interaction_c5,100,0.0,rf,10,single_edge,x0->h5,0,0,5,,,1,,0.00021444503727252595,0.00024894407733580103,2.2040130716050044e-05,0.0004956026677973568,0.0004547994382543645,0.0004968482610541817,5.696775406249799e-05,0.0010117036290466785,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543645,0.0004968482610541817,5.696775406249799e-05,0.0010117036290466785,0.000764904524354885,0.0003025044410133269,0.0005004735430702567,0.0010947715491056442,0.00031010508610052057,0.00029422197821154524,8.306792005896568e-05,0.0006425007268262561,,,,
core_interaction_c5,100,0.0,rf,10,single_edge,x0->h6,0,0,6,,,1,,0.00021444503727252595,0.00024894407733580103,2.2040130716050044e-05,0.0004956026677973568,0.0004547994382543645,0.0004968482610541817,5.696775406249799e-05,0.0010117036290466785,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543645,0.0004968482610541817,5.696775406249799e-05,0.0010117036290466785,0.00048496912252934027,0.0005448909725785673,5.6970122386701405e-05,0.0010983666870743036,3.0169684274975832e-05,4.8962381217716563e-05,2.368324203416705e-09,8.666305802762508e-05,,,,
core_interaction_c5,100,0.0,rf,10,single_edge,x0->h7,0,0,7,,,1,,0.00021444503727252595,0.00024894407733580103,2.2040130716050044e-05,0.0004956026677973568,0.0004547994382543645,0.0004968482610541817,5.696775406249799e-05,0.0010117036290466785,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543645,0.0004968482610541817,5.696775406249799e-05,0.0010117036290466785,0.0004759136209031567,0.0005148182518780183,6.145595398265868e-05,0.0010522040538489819,2.111418264879224e-05,1.8164095334202034e-05,4.488199920160696e-06,4.0500424802303314e-05,,,,
