row_type,model,function,seed,samples,test_samples,dimension,noise,kan_width,kan_grid,kan_k,kan_steps,kan_lamb,intervention_method,variable,pair,baseline_mse,ablated_mse,delta_mse,synergy,is_true_active,true_variables,true_interactions,formula,is_true_interaction
single_variable,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,zero,1,,1.930289387702942,1.939073085784912,0.008783698081970215,,1,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,zero,2,,1.930289387702942,1.9257323741912842,-0.004557013511657715,,1,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,zero,3,,1.930289387702942,1.841040015220642,-0.0892493724822998,,1,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,zero,4,,1.930289387702942,2.0050127506256104,0.07472336292266846,,0,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,zero,5,,1.930289387702942,1.953774094581604,0.02348470687866211,,0,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,zero,33,,1.930289387702942,1.9343597888946533,0.004070401191711426,,0,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,zero,73,,1.930289387702942,1.9344334602355957,0.004144072532653809,,0,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,zero,95,,1.930289387702942,1.9093716144561768,-0.020917773246765137,,0,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,permute,0,,1.930289387702942,2.0392184257507324,0.10892903804779053,,1,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,permute,1,,1.930289387702942,1.9386626482009888,0.008373260498046875,,1,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,permute,2,,1.930289387702942,1.9267897605895996,-0.003499627113342285,,1,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,permute,3,,1.930289387702942,1.8914321660995483,-0.038857221603393555,,1,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,permute,4,,1.930289387702942,1.9895269870758057,0.05923759937286377,,0,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,permute,5,,1.930289387702942,1.9387712478637695,0.008481860160827637,,0,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,permute,33,,1.930289387702942,1.9310810565948486,0.0007916688919067383,,0,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,permute,73,,1.930289387702942,1.9352025985717773,0.004913210868835449,,0,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,permute,95,,1.930289387702942,1.9350252151489258,0.004735827445983887,,0,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
pair,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,zero,,"(2, 3)",1.930289387702942,1.839041829109192,-0.09124755859375,0.0025588274002075195,,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,1.0
pair,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,zero,,"(0, 4)",1.930289387702942,2.1460800170898438,0.21579062938690186,0.03896939754486084,,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,0.0
pair,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,zero,,"(1, 5)",1.930289387702942,1.9753015041351318,0.04501211643218994,0.012743711471557617,,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,0.0
pair,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,zero,,"(0, 1)",1.930289387702942,2.0410919189453125,0.1108025312423706,-7.903575897216797e-05,,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,0.0
pair,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,permute,,"(2, 3)",1.930289387702942,1.9393481016159058,0.009058713912963867,0.05141556262969971,,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,1.0
pair,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,permute,,"(0, 4)",1.930289387702942,2.1830220222473145,0.25273263454437256,0.08456599712371826,,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,0.0
pair,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,permute,,"(1, 5)",1.930289387702942,1.9353939294815063,0.005104541778564453,-0.011750578880310059,,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,0.0
pair,KAN,correlated_proxy,2,512,2048,100,0.05,8,5,3,50,0.0,permute,,"(0, 1)",1.930289387702942,2.056211233139038,0.1259218454360962,0.008619546890258789,,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,0.0
