function,dimension,noise,row_type,intervention_method,variable,pair,baseline_mse_mean,baseline_mse_std,baseline_mse_min,baseline_mse_max,ablated_mse_mean,ablated_mse_std,ablated_mse_min,ablated_mse_max,delta_mse_mean,delta_mse_std,delta_mse_min,delta_mse_max,synergy_mean,synergy_std,synergy_min,synergy_max
core_interaction,100,0.0,single_variable,permute,2,,1.551711877187093,0.9095346474798842,0.9039376974105835,2.5915212631225586,1.5645335117975872,0.9049212535796107,0.9320172071456909,2.6010866165161133,0.012821634610493978,0.013918411852772762,0.0008200407028198242,0.028079509735107422,,,,
core_interaction,100,0.0,single_variable,permute,3,,1.551711877187093,0.9095346474798842,0.9039376974105835,2.5915212631225586,1.551936149597168,0.886889797917746,0.9279587268829346,2.567176342010498,0.00022427241007486978,0.02419222576669676,-0.024344921112060547,0.024021029472351074,,,,
core_interaction,100,0.0,single_variable,permute,4,,1.551711877187093,0.9095346474798842,0.9039376974105835,2.5915212631225586,1.5244870980580647,0.8812431166904836,0.8877667188644409,2.5302553176879883,-0.02722477912902832,0.030078285303811153,-0.06126594543457031,-0.00423741340637207,,,,
core_interaction,100,0.0,single_variable,permute,5,,1.551711877187093,0.9095346474798842,0.9039376974105835,2.5915212631225586,1.5473579565684001,0.8958750907361224,0.8975516557693481,2.5693306922912598,-0.004353920618693034,0.01893467291837593,-0.022190570831298828,0.015514850616455078,,,,
core_interaction,100,0.0,single_variable,permute,20,,1.551711877187093,0.9095346474798842,0.9039376974105835,2.5915212631225586,1.5580841302871704,0.9021214926090079,0.9248324632644653,2.5909972190856934,0.0063722531000773115,0.012582159105660016,-0.001253962516784668,0.020894765853881836,,,,
core_interaction,100,0.0,single_variable,permute,48,,1.551711877187093,0.9095346474798842,0.9039376974105835,2.5915212631225586,1.5444385210673015,0.8932382817253727,0.9192864894866943,2.567481517791748,-0.007273356119791667,0.020336707076881826,-0.024039745330810547,0.01534879207611084,,,,
core_interaction,100,0.0,single_variable,permute,79,,1.551711877187093,0.9095346474798842,0.9039376974105835,2.5915212631225586,1.5304069916407268,0.8891540816089871,0.89940345287323,2.5473151206970215,-0.021304885546366375,0.020534196081736195,-0.04420614242553711,-0.004534244537353516,,,,
core_interaction,100,0.0,single_variable,permute,91,,1.551711877187093,0.9095346474798842,0.9039376974105835,2.5915212631225586,1.5622109174728394,0.9110161022846952,0.9170410633087158,2.604356288909912,0.010499040285746256,0.00428053817072663,0.00555872917175293,0.013103365898132324,,,,
core_interaction,100,0.0,single_variable,permute,97,,1.551711877187093,0.9095346474798842,0.9039376974105835,2.5915212631225586,1.5345755020777385,0.9232513579986578,0.8951864242553711,2.59303879737854,-0.017136375109354656,0.02397275956712548,-0.04417538642883301,0.0015175342559814453,,,,
core_interaction,100,0.0,single_variable,zero,0,,1.551711877187093,0.9095346474798842,0.9039376974105835,2.5915212631225586,1.9846864938735962,0.6293053492417872,1.5497136116027832,2.70628023147583,0.4329746166865031,0.2807648272350345,0.11475896835327148,0.6457759141921997,,,,
core_interaction,100,0.0,single_variable,zero,1,,1.551711877187093,0.9095346474798842,0.9039376974105835,2.5915212631225586,1.6473147869110107,0.8642755432369572,1.0422086715698242,2.637150287628174,0.09560290972391765,0.04675108524826969,0.045629024505615234,0.13827097415924072,,,,
core_interaction,100,0.0,single_variable,zero,2,,1.551711877187093,0.9095346474798842,0.9039376974105835,2.5915212631225586,1.555353005727132,0.9354485265818734,0.9041467905044556,2.627288341522217,0.0036411285400390625,0.030554837964330842,-0.025052785873413086,0.0357670783996582,,,,
core_interaction,100,0.0,single_variable,zero,3,,1.551711877187093,0.9095346474798842,0.9039376974105835,2.5915212631225586,1.5439666708310444,0.9120942542221125,0.9259189963340759,2.591521978378296,-0.007745206356048584,0.034262568459445294,-0.04521763324737549,0.02198129892349243,,,,
