probe_key,function,samples,test_samples,dimension,noise,nuisance_correlation,n_correlated_proxies,seed,width_hidden,grid,k,lamb,probe_steps,opt,update_grid,status,error,traceback,runtime_sec,test_mse,grad_scores,feature_scores,edge_var_scores,edge_endpoint_mass,edge_pair_scores_top,top_grad_variables,top_feature_variables,top_edge_variables
core_interaction_c025__n512__d100__noise0__rho0__prox0__seed1800__w16__grid5__k3__lamb0.001__steps75__optLBFGS__ug1,core_interaction_c025,512,2048,100,0.0,0.0,0,1800,16,5,3,0.001,75,LBFGS,True,ok,,,26.532437086105347,0.06525152921676636,"[5.058807373046875, 1.094247817993164, 0.058301761746406555, 0.12752625346183777, 0.02395647205412388, 0.0328218936920166, 0.053453899919986725, 0.004580419510602951, 0.12422195076942444, 0.036643363535404205, 0.06470019370317459, 0.05832206830382347, 0.03903745859861374, 0.03780469298362732, 0.016285918653011322, 0.03051922842860222, 0.07215690612792969, 0.04977033659815788, 0.056794341653585434, 0.061982568353414536, 0.07003386318683624, 0.04960881546139717, 0.04252064600586891, 0.04962706193327904, 0.057463303208351135, 0.0691239982843399, 0.043649427592754364, 0.14878985285758972, 0.07606060802936554, 0.04811509698629379, 0.10777705907821655, 0.03650103509426117, 0.022771377116441727, 0.0807836651802063, 0.08795180916786194, 0.0434601753950119, 0.1320147067308426, 0.08364705741405487, 0.06494120508432388, 0.03765592724084854, 0.06178886815905571, 0.05756654962897301, 0.11497780680656433, 0.06723856925964355, 0.03235822916030884, 0.08724784851074219, 0.03410639241337776, 0.0586799718439579, 0.05473098158836365, 0.07272668182849884, 0.004377787467092276, 0.0835193544626236, 0.03363512083888054, 0.01776646450161934, 0.09414101392030716, 0.10616309940814972, 0.07047942280769348, 0.08429630100727081, 0.05949603021144867, 0.07092931866645813, 0.010804126970469952, 0.1652166098356247, 0.06585687398910522, 0.03847596421837807, 0.0503438338637352, 0.03949405997991562, 0.07491133362054825, 0.04588565602898598, 0.13377870619297028, 0.01942450925707817, 0.13196785748004913, 0.10301671922206879, 0.04669812694191933, 0.07104212045669556, 0.021327553316950798, 0.03648725524544716, 0.016026915982365608, 0.07237863540649414, 0.12305741012096405, 0.027332384139299393, 0.10409286618232727, 0.13035614788532257, 0.10943076759576797, 0.048568062484264374, 0.04811197519302368, 0.11255781352519989, 0.07932429760694504, 0.05475268512964249, 0.11122997105121613, 0.022629400715231895, 0.044250085949897766, 0.11227571964263916, 0.0853835716843605, 0.036873772740364075, 0.061749041080474854, 0.036593642085790634, 0.11950796097517014, 0.07266338169574738, 0.051202356815338135, 0.030542269349098206]","[1.0, 0.3492639457093729, 0.020688580029675576, 0.025535690822640948, 0.008112877028091256, 0.007529129992981929, 0.009745134858171665, 0.0013773040950463482, 0.024083702425613206, 0.011105159585262472, 0.01167554852353826, 0.013903335541531336, 0.01704245436321593, 0.013418617475782482, 0.00786998303258213, 0.013969519202411912, 0.03823912114358212, 0.009558862066447916, 0.01657637016386592, 0.013927852998847228, 0.01755221586633382, 0.014493237641133522, 0.011776578612455757, 0.0144354786436848, 0.012855803847949503, 0.027788378554762832, 0.012035483560550328, 0.02637497333969795, 0.013823217900533232, 0.013821216780976205, 0.021877436674955873, 0.013478667031527152, 0.008770459885499472, 0.019029375453001568, 0.02094409056000783, 0.008400339599071216, 0.031767340805819166, 0.015837474982113086, 0.018018601481198156, 0.0052179546762409325, 0.018407878619884552, 0.019556110042995664, 0.019167198195959082, 0.025091849491344752, 0.006927589960913554, 0.015475830260412146, 0.016353174969701952, 0.009201416202590573, 0.016910550143437057, 0.01395585569780558, 0.002056371416157558, 0.0228644227746784, 0.009774353199833488, 0.0036839640427020906, 0.019835879531908015, 0.015948455775261782, 0.016072253714221617, 0.013174726413721003, 0.015071988364770294, 0.014358946050790853, 0.004661091509654335, 0.03292247683995048, 0.016085300414894664, 0.01573074794036192, 0.012245934467620196, 0.014005375671841208, 0.02598616928364, 0.015143712282339673, 0.026506739826559683, 0.006485994774037851, 0.02348142831701905, 0.021892056325465262, 0.01805437610932886, 0.023108120212204188, 0.007482385137613788, 0.011687510327972656, 0.00451990229474378, 0.013176602775200908, 0.023706972955291367, 0.012719821536145684, 0.023140581265806547, 0.0334346217213737, 0.023068267492048537, 0.010579742440562777, 0.014591339408464828, 0.026366487794324465, 0.024260906802227155, 0.00795345716488711, 0.030770978887084813, 0.011142160834807435, 0.020540642899889678, 0.018064430612280226, 0.018001069478136445, 0.011402169642368376, 0.020093941115401245, 0.016401160918421295, 0.02615462262969235, 0.01727288153359447, 0.01427458064678292, 0.010946449346000992]","[1.0, 0.21414289335388353, 0.01308358801035602, 0.02705278530525857, 0.005563750518785132, 0.00745539368078519, 0.009577370252369617, 0.0006647733442242419, 0.016136178155291735, 0.009061756737819213, 0.01059626596593711, 0.010780150666563359, 0.01181876520076958, 0.008932144310386124, 0.005544895979913177, 0.008339216713353165, 0.02586094663132546, 0.008662117173461993, 0.013126890162451867, 0.012297044601068667, 0.011663775245173561, 0.012498370742810211, 0.006570542836511263, 0.008080159160325295, 0.00805205091012852, 0.018402884417185243, 0.011711522137441973, 0.026763944112276467, 0.008496843709657965, 0.010213197820287222, 0.01764189437696828, 0.00852011227751008, 0.004162868038709341, 0.01872288501622303, 0.01280482896157711, 0.008580185348705381, 0.025130641575987395, 0.013173373014837914, 0.01110402093512293, 0.005177987718433981, 0.014842161592691845, 0.017801829801793456, 0.01649334530187519, 0.017340294824085518, 0.003938753852917521, 0.01313040106314102, 0.016252666654852994, 0.008490477921274518, 0.009333214780110044, 0.011563629247047626, 0.0010695992656847896, 0.019278694397747077, 0.006099285671891209, 0.0029385299367037025, 0.012498244117861988, 0.0161018481743387, 0.014936998462221445, 0.0123022639862919, 0.014733776625753224, 0.011295656704162665, 0.003984942572146301, 0.03216488424335677, 0.015071654364261234, 0.009118975655040046, 0.010326037025617728, 0.010638736051420634, 0.02003198370564362, 0.013113037070312356, 0.019465047252799794, 0.005490810706366567, 0.017676683893395058, 0.017052928174957592, 0.01781518300599083, 0.018131850022812358, 0.005777199009644408, 0.006869761633193616, 0.00213214285013544, 0.013034437886263526, 0.018264556062810258, 0.00730064781489275, 0.01706441367420212, 0.02336721950591554, 0.02172514412302129, 0.010541421181225879, 0.009963144086371629, 0.01989765796551102, 0.01902250869520935, 0.008228638903881117, 0.022289654148071648, 0.007238052644772232, 0.01644683950528684, 0.019291400054630564, 0.014141985340458657, 0.011219254068630495, 0.010442088488243413, 0.013960558281932215, 0.023217599103199323, 0.008608060585848318, 0.013429960810610089, 0.007512530823375715]","[1.0, 0.258392083779014, 0.017608349762189106, 0.04958850721733324, 0.008042041782091983, 0.013546336813779307, 0.017086019949190435, 0.0008198292948683961, 0.023544297733277174, 0.014850030675197433, 0.01849127900977367, 0.017334104191366505, 0.01734153477211007, 0.012997586407288058, 0.008639513046594776, 0.010671860165184836, 0.036672208226248386, 0.01491960859694751, 0.020877125662467234, 0.020796707695155073, 0.01634456488085701, 0.02112303129431497, 0.007750973747635792, 0.00955712362067463, 0.010905962126951238, 0.025967857396378226, 0.02076190086166487, 0.04843543502307155, 0.011110249591807637, 0.015837264249478344, 0.02828970819501729, 0.011622821542449115, 0.004125723865819219, 0.03356427552131471, 0.016710161211306262, 0.01577524573468191, 0.03979722766131421, 0.02227438986688804, 0.014567836632656152, 0.009307013203023035, 0.023894304533485657, 0.030880978508963874, 0.027888677591235332, 0.025358541032319656, 0.004959969415263165, 0.02176393845141151, 0.029130443974517018, 0.014844587065378114, 0.010909310919979672, 0.01912354309818358, 0.001252115976933539, 0.03260020835018844, 0.008141942866889046, 0.004720559648171274, 0.016792786019782364, 0.029059592404351336, 0.026268633037556947, 0.02141065213855256, 0.026142742461255364, 0.018034846094137438, 0.006973645658643703, 0.056609730779284606, 0.026280212705045873, 0.011231339908034956, 0.017305554333907434, 0.016565510383024656, 0.03131942954568042, 0.02193727914227239, 0.029380223043645678, 0.009247838343514583, 0.027454491493020705, 0.026795595127178655, 0.03193982781461666, 0.02859113062669862, 0.009549505918282073, 0.008677486280881528, 0.00202051068321413, 0.023283412719990057, 0.028502788262899714, 0.00926860796911518, 0.02606724354781725, 0.03398923380427893, 0.037879905995403494, 0.0190477205636124, 0.014453755025079845, 0.030622300776876905, 0.03038722314958803, 0.015006288405610777, 0.03375675618903568, 0.0102125017633975, 0.02630602999064803, 0.035488803038417706, 0.022735007248692343, 0.020011940395247847, 0.011304489386750266, 0.023543365914278327, 0.03918671611645163, 0.008949410439725289, 0.023631141148778005, 0.010857099946905101]","[[0, 1, 1.0], [0, 61, 0.215496988211067], [0, 3, 0.18949640819695704], [0, 27, 0.18477829258244033], [0, 36, 0.1485007209493533], [0, 96, 0.1475478916536079], [0, 82, 0.14325893141402626], [0, 91, 0.1350839960650441], [0, 16, 0.13435298728991624], [0, 33, 0.1273313100809824], [0, 88, 0.12500298816284938], [0, 81, 0.12492869871816879], [0, 51, 0.12281885434593469], [0, 72, 0.12109864093647371], [0, 41, 0.11656168847761178], [0, 66, 0.11636432978885974], [0, 85, 0.11346001556785881], [0, 86, 0.11333440993844089], [0, 46, 0.11031777761334191], [0, 55, 0.11014632587852188], [0, 68, 0.10847955044140627], [0, 73, 0.1062540885967134], [0, 78, 0.10576396814213483], [0, 30, 0.10539141250202681], [0, 42, 0.10482142801716177], [0, 70, 0.10185266435339879], [0, 71, 0.09948047187322749], [0, 56, 0.0992266854767818], [0, 62, 0.09905651409201514], [0, 58, 0.09875598897318767], [0, 90, 0.09791612291155381], [0, 80, 0.09639446354241217], [0, 25, 0.09481637639484487], [0, 43, 0.09313271167879772], [0, 98, 0.08916185917389606], [0, 40, 0.08897604518865679], [0, 95, 0.0883635184931205], [0, 77, 0.08796571373368692], [0, 8, 0.08653809776999215], [0, 92, 0.08470832704157158], [0, 37, 0.08369833143991443], [0, 67, 0.08208789419943181], [0, 45, 0.08133665688538064], [0, 57, 0.08055680697211173], [0, 21, 0.07921208652981258], [0, 26, 0.0782982681374906], [0, 19, 0.07791872022383865], [0, 18, 0.0775198851391234], [0, 93, 0.07552229676427602], [0, 83, 0.07202873648512487], [0, 49, 0.07144859991145067], [0, 10, 0.06962950833899435], [0, 59, 0.06698780696485579], [0, 64, 0.06476354201117636], [0, 11, 0.06452383431291309], [0, 6, 0.06442669657447209], [0, 12, 0.06356202553686476], [0, 2, 0.06355387219148921], [0, 65, 0.06125675345463222], [0, 54, 0.06058270357363565], [0, 34, 0.05995775823602529], [0, 35, 0.05975825016838356], [0, 20, 0.059374620683845435], [0, 29, 0.058579970098664155], [0, 87, 0.05671570806666681], [0, 17, 0.05596455834733308], [0, 47, 0.05582462473692785], [0, 9, 0.05533648713680529], [0, 84, 0.05283523325213296], [0, 38, 0.05227570391339951], [0, 5, 0.05120676220721357], [0, 13, 0.04760231938832396], [0, 31, 0.042010037334875794], [0, 28, 0.03979141577527456], [0, 63, 0.03976348396335453], [0, 99, 0.03959209170619177], [0, 24, 0.03936480985321057], [0, 94, 0.03895084565503021], [0, 48, 0.03821937526889903], [0, 15, 0.03808348190386041], [0, 89, 0.03714149970958325], [0, 74, 0.03568950466051266], [0, 39, 0.03505504798833739], [0, 69, 0.034554877687480653], [0, 23, 0.03353223237386935], [0, 79, 0.033095888580498896], [0, 14, 0.03200463829241013], [1, 61, 0.03199697331933337], [0, 75, 0.030872075113952433], [0, 97, 0.030556803469796823], [0, 4, 0.029302222465743245], [0, 52, 0.02925752385710175], [1, 3, 0.027422591321767373], [0, 22, 0.027162732720598676], [1, 27, 0.026908735967023843], [0, 60, 0.026244896672280013], [1, 36, 0.023655477071742436], [1, 16, 0.02310223324894586], [1, 96, 0.022561442735764495], [1, 82, 0.02144054325269806], [1, 81, 0.021120260375534466], [1, 88, 0.02045281011823405], [1, 91, 0.01957580818949848], [1, 66, 0.018714466961995243], [1, 33, 0.01869519612669808], [1, 51, 0.018588513519885504], [1, 85, 0.018455993236455068], [1, 86, 0.017901509694484605], [1, 68, 0.017891219820876488], [1, 72, 0.017793856918626845], [0, 44, 0.01765569629289034], [0, 53, 0.01747531257383639], [1, 41, 0.017458677896519833], [1, 78, 0.017052692325196194], [1, 73, 0.017018797952965143], [1, 30, 0.016693796028630924], [1, 70, 0.016417073943124312], [1, 25, 0.016341659925418632], [1, 46, 0.01624442702688927], [1, 55, 0.016152472825813093], [1, 71, 0.015973314031227252], [1, 42, 0.01595038895826463], [1, 80, 0.01573443116182463], [1, 43, 0.015646934227163112], [1, 90, 0.015535331597538306], [1, 62, 0.014854818788937133], [1, 56, 0.014733066488609592], [1, 58, 0.014659273082438955], [1, 8, 0.014458878965375855], [1, 40, 0.014053483674490858], [0, 32, 0.013914590681865369], [1, 95, 0.013466373598639657], [1, 92, 0.013326636482138063], [1, 98, 0.013268409674060596], [1, 77, 0.01300712584891443], [1, 37, 0.012668898201156822], [1, 67, 0.012659559726526834], [1, 45, 0.012612168827348471], [1, 18, 0.012358026447865383], [1, 57, 0.012112845047804702], [1, 21, 0.012085758859983147], [1, 19, 0.011933020698312988], [1, 26, 0.011639908127975955], [1, 2, 0.011389740456591966], [1, 93, 0.011181867223467824], [1, 49, 0.011059772092423259], [1, 34, 0.010995366496689132], [1, 54, 0.010867556864173464], [1, 12, 0.010676813653804957], [1, 59, 0.01063012284201895], [1, 83, 0.01055345919782391], [1, 10, 0.010395095295334535], [1, 20, 0.010346043958187213], [1, 11, 0.01013306674550761], [1, 64, 0.009930327004830635], [1, 65, 0.00989677433365419], [1, 38, 0.009559969694252293], [1, 6, 0.009543437200122386], [1, 29, 0.009444522323839898], [1, 84, 0.00894882530152045]]","[0, 1, 61, 27, 68, 36, 70, 81, 3, 8, 78, 96]","[0, 1, 16, 81, 61, 36, 88, 25, 68, 27, 85, 96]","[0, 1, 61, 3, 27, 16, 36, 81, 96, 88, 82, 66]"
core_interaction_c025__n512__d100__noise0__rho0__prox0__seed1801__w16__grid5__k3__lamb0.001__steps75__optLBFGS__ug1,core_interaction_c025,512,2048,100,0.0,0.0,0,1801,16,5,3,0.001,75,LBFGS,True,ok,,,25.428382873535156,0.029364554211497307,"[5.252718925476074, 1.1474990844726562, 0.02561817318201065, 0.0808086022734642, 0.017644017934799194, 0.05394706875085831, 0.044250037521123886, 0.018410585820674896, 0.024945395067334175, 0.08057248592376709, 0.05770271271467209, 0.03904486820101738, 0.03274396061897278, 0.032696858048439026, 0.01584896631538868, 0.047280848026275635, 0.026765212416648865, 0.049818798899650574, 0.041022785007953644, 0.02935713902115822, 0.0387672558426857, 0.03421846032142639, 0.015730390325188637, 0.051453299820423126, 0.0495753139257431, 0.02557888627052307, 0.034802623093128204, 0.06579967588186264, 0.029529176652431488, 0.04374435171484947, 0.05334632471203804, 0.050057001411914825, 0.0189523808658123, 0.06024061143398285, 0.09327647089958191, 0.03836852312088013, 0.0758342519402504, 0.06910455226898193, 0.06389762461185455, 0.03871459513902664, 0.022700831294059753, 0.14542993903160095, 0.040909670293331146, 0.04457855969667435, 0.020513808354735374, 0.10034292936325073, 0.05584882199764252, 0.0585952065885067, 0.07678496837615967, 0.023551564663648605, 0.05143221840262413, 0.04164058342576027, 0.051987383514642715, 0.07458396255970001, 0.07029975950717926, 0.07140574604272842, 0.11033931374549866, 0.04804762452840805, 0.055830661207437515, 0.10370434820652008, 0.04383719712495804, 0.04033796489238739, 0.07034678757190704, 0.09119534492492676, 0.06693150848150253, 0.06850586831569672, 0.07127110660076141, 0.017305102199316025, 0.060553744435310364, 0.04363793134689331, 0.03094686008989811, 0.010594550520181656, 0.08323162794113159, 0.020446941256523132, 0.01828191429376602, 0.03469973802566528, 0.043395720422267914, 0.04366888105869293, 0.06093656271696091, 0.03027236834168434, 0.0253908708691597, 0.024293705821037292, 0.0761570855975151, 0.06777641177177429, 0.01595156267285347, 0.08062875270843506, 0.039852164685726166, 0.004122683312743902, 0.030819054692983627, 0.032217394560575485, 0.0541362427175045, 0.05277621001005173, 0.044594861567020416, 0.029094580560922623, 0.012862643226981163, 0.028082914650440216, 0.09062246233224869, 0.0929049402475357, 0.04696156084537506, 0.050963401794433594]","[1.0, 0.4181752806385433, 0.00883855302630777, 0.029064362460581, 0.006071978097271118, 0.01442130987116491, 0.02402551473588182, 0.010315651437735806, 0.008302758921417675, 0.026484043941686696, 0.02089798528828478, 0.013177222129573087, 0.008287680432351134, 0.011906904284567161, 0.005353417699362747, 0.025744957415680978, 0.007008478563219501, 0.013185842916051302, 0.023278550798627135, 0.014530779267988118, 0.01914568226844457, 0.010196712386964374, 0.007020352355757284, 0.021102831501656767, 0.012445416539997105, 0.007075273883884995, 0.01245544323241287, 0.010857099729548654, 0.009236237083963842, 0.016542100245691627, 0.017128053446289142, 0.017940818908146867, 0.012217249640056532, 0.01613853327027303, 0.029572081826706953, 0.015053759516307151, 0.023093111213919052, 0.020262330453659383, 0.020229268988224747, 0.012403841752142594, 0.012259363720020327, 0.02595393853052708, 0.013420993007966396, 0.023252276329317388, 0.009899288352104406, 0.03153572819885916, 0.0171694221792061, 0.013109384703314332, 0.021601332620576487, 0.008865731573979883, 0.026077441353097194, 0.015012224164804324, 0.00987722864288093, 0.020887895497706317, 0.022005223959987687, 0.012181914668947287, 0.020825822680155034, 0.013519138256403423, 0.018576988387161746, 0.02935256134687319, 0.01726886291179596, 0.017783140543207034, 0.013266668704737321, 0.026739053194401275, 0.023318357852017392, 0.011226344262187505, 0.015812356191399948, 0.011207170307998537, 0.021617489693861597, 0.010706125544395173, 0.014466037595336592, 0.0035811443575067443, 0.02971813041153505, 0.006938837909779975, 0.010157621103357188, 0.010486729289069215, 0.014667497212007682, 0.008474102968124954, 0.014102209645601597, 0.009374694171092688, 0.010938378050370253, 0.01087948183094715, 0.020634846231670455, 0.019223573006656478, 0.004939080656299134, 0.01853440698643049, 0.015461839982176031, 0.0020780798197436927, 0.01677111305537583, 0.010198628993656237, 0.013349325326050291, 0.019069514898801272, 0.014103295131181711, 0.006698287995410492, 0.00672935496735869, 0.013249416286784178, 0.03503387456413367, 0.023434146924198034, 0.011804681317365964, 0.013922254671504024]","[1.0, 0.41888654006405457, 0.005835937583807066, 0.015371146854548547, 0.0057171098995525225, 0.00529592810141064, 0.02023131175226263, 0.004361141401517718, 0.003458589258148435, 0.013040472838468991, 0.01715978727632908, 0.00777326777873423, 0.004961860660961575, 0.01076770001445165, 0.0033100939329932105, 0.013042135194358963, 0.0008926701896396254, 0.004744336920445066, 0.020311122866555495, 0.010096970407698934, 0.015433471460327525, 0.004186590483461924, 0.0011489466641994908, 0.014355442778229392, 0.0018734734844632081, 0.0066789930366524, 0.007374529916724698, 0.0007226554411597361, 0.003223283733889982, 0.007922427158721148, 0.015944962840261822, 0.005214578598086759, 0.009023552093931114, 0.0156398939162954, 0.016723039290387254, 0.008858567116634842, 0.02231126870448779, 0.005433630635686849, 0.01255543415978501, 0.0053898624740342386, 0.00519975041398811, 0.0030213408463524425, 0.007623740332520341, 0.0046779128965922885, 0.006230061089262915, 0.022293762203747545, 0.011683935445331466, 0.004965184233311752, 0.013141099700533765, 0.0063587529376544286, 0.011041082874772594, 0.004024481735077498, 0.0018872263003645584, 0.004031401655532426, 0.016109036046089084, 0.0009481173944415287, 0.007725704277583815, 0.006008036772532396, 0.009923792053811954, 0.01361509191523056, 0.010636522407715938, 0.00471967139501776, 0.0013961382026734537, 0.01851113879054011, 0.014636021651882635, 0.0046350011679651875, 0.004516783290694559, 0.008219675102507413, 0.008296172590581243, 0.003616017643252253, 0.002751782664578496, 0.001935248827498808, 0.02265416278279402, 0.005330569341967431, 0.010349091909550478, 0.001598928543814727, 0.0073208413899799535, 0.00020447332154125482, 0.0021400204198943717, 0.0053849828425936, 0.005232914219289817, 0.006818100023972197, 0.01099105313261692, 0.011899987586628238, 0.002589391473065601, 0.007966391274957412, 0.011602656805921057, 0.0006226716484593133, 0.007971823369091474, 0.00551446563204019, 0.0032840169195989368, 0.0131136944571116, 0.012480190200106656, 0.005789314668775244, 0.001968078494215483, 0.003984307071951483, 0.023936255699918443, 0.015751151476186023, 0.0044581267284591365, 0.0032002025257846446]","[1.0, 0.6205099238799555, 0.01051799990306045, 0.027351677348736208, 0.010408198069128844, 0.009285992227631133, 0.03649222244452414, 0.0077139330570944655, 0.006113052798730145, 0.0231542971992842, 0.03097655551811292, 0.013937881082747088, 0.008909747628463612, 0.019540273658796375, 0.005958852034775732, 0.02318762095561569, 0.001380074065973272, 0.00830008889505321, 0.03666293291215937, 0.01819374681314172, 0.027866408803237753, 0.0073919676078799375, 0.0018569924405674226, 0.025796971476118855, 0.0029885028907545093, 0.012156947243798935, 0.01322650707897524, 0.0009043685002811128, 0.005637816788227135, 0.014080599949177831, 0.02888924588798347, 0.00899041100915316, 0.016298098484412545, 0.0283631066602852, 0.02981366293274539, 0.01587807054224614, 0.040331155761794454, 0.009301876516079166, 0.022511779640066468, 0.009543123179729818, 0.009195408963042068, 0.004573587789431701, 0.013649610689988519, 0.007774345123216324, 0.011207915742444736, 0.03997441802895509, 0.021022761550206905, 0.00871805589790379, 0.023538645035842888, 0.011479446294840137, 0.019473198677774008, 0.006893100477671847, 0.0031199675703376156, 0.0066669943457035455, 0.028994049559310748, 0.0012717503960601188, 0.013540657820661458, 0.010644874005381132, 0.01770908694895107, 0.02409911880494552, 0.01907571951134862, 0.008071819798395006, 0.002064043409068704, 0.033219512969556046, 0.026228707496350624, 0.008178729502272612, 0.007778496350560249, 0.01484885361176879, 0.014565382517223616, 0.006308498968547563, 0.0045405098197761765, 0.003463947045644256, 0.04070536331100431, 0.009653491331453172, 0.018839182447350993, 0.0025513505993575948, 0.013029650524962655, 3.42711216679007e-05, 0.0034113129387732524, 0.009657714032028265, 0.009306052784893135, 0.01226105715109155, 0.019596215266777097, 0.021336248274750894, 0.0046251163261207175, 0.01407182390904921, 0.020941550954156604, 0.0010678288019478283, 0.014159043772847846, 0.009865328552921795, 0.005573592922532305, 0.023590709550567353, 0.0226185514721422, 0.010519296011134686, 0.0033997922752261643, 0.006891980262751149, 0.04284033970022397, 0.02827892426193999, 0.00783354656945756, 0.005403045364059001]","[[0, 1, 1.0], [0, 96, 0.056540984826725676], [0, 72, 0.053695290078778705], [0, 36, 0.053199158710314616], [0, 45, 0.052720309515235965], [0, 18, 0.048314382088953875], [0, 6, 0.0480869478252252], [0, 63, 0.04373610631614353], [0, 10, 0.040761372986962516], [0, 34, 0.03921600637518422], [0, 54, 0.03813253859496571], [0, 30, 0.03799556027037128], [0, 33, 0.03729890392827427], [0, 97, 0.03718450642861816], [0, 20, 0.03663978629059965], [0, 3, 0.03595436655369063], [0, 64, 0.03447013951187275], [0, 23, 0.03389977773285632], [0, 59, 0.03165137046908625], [0, 91, 0.030983329554500776], [0, 48, 0.030913554513554937], [0, 15, 0.030448156703439637], [0, 9, 0.030403850386596716], [0, 92, 0.02970088861819113], [0, 38, 0.029557471194606808], [0, 83, 0.02800574588835061], [0, 46, 0.027592750203564508], [0, 86, 0.027486232512273494], [0, 82, 0.02570940406287673], [0, 13, 0.02563897110180846], [0, 50, 0.025545073260599665], [0, 60, 0.0250243441144767], [0, 74, 0.024715200341339883], [0, 19, 0.02386275187030954], [1, 96, 0.0236851826435076], [0, 58, 0.023222540358215322], [1, 72, 0.022493115853304234], [1, 36, 0.02228529043724027], [1, 45, 0.022084691607251402], [0, 32, 0.021366577702319395], [0, 35, 0.020812509151801415], [1, 18, 0.020239040568240253], [1, 6, 0.02014376686363914], [0, 67, 0.019459533987870016], [0, 68, 0.019082644698434337], [0, 88, 0.018550012956787702], [0, 29, 0.018446903881064836], [0, 85, 0.01843467260755075], [1, 63, 0.018321182280937008], [0, 11, 0.018260527501726607], [0, 42, 0.017881363845742237], [0, 56, 0.017735270940326398], [0, 26, 0.017325462574582284], [1, 10, 0.017075061091144074], [0, 76, 0.017065894438961983], [1, 34, 0.016427694620514], [0, 81, 0.01605717049324699], [1, 54, 0.015973832490310844], [0, 25, 0.01592185289387713], [1, 30, 0.015916455866136835], [1, 33, 0.015624625033072045], [1, 97, 0.015576697352045445], [1, 20, 0.01534851580799943], [1, 3, 0.015061382844004581], [0, 49, 0.015031211474189642], [0, 44, 0.01467411853465512], [1, 64, 0.014439639854011149], [1, 23, 0.01420071525693582], [0, 57, 0.013933427323895778], [0, 93, 0.013771168660962077], [0, 2, 0.013768641087206634], [0, 4, 0.01362558254788092], [1, 59, 0.013258842840605932], [1, 91, 0.012979006783996423], [1, 48, 0.012949775668900484], [0, 89, 0.01291142043596777], [1, 15, 0.01275481548200344], [1, 9, 0.012736254798926911], [0, 79, 0.01263927590591436], [0, 73, 0.012634696032517496], [0, 39, 0.012487748171395299], [1, 92, 0.01244179207701109], [1, 38, 0.012381708874891487], [0, 80, 0.012177288504248167], [0, 37, 0.012168260659788335], [0, 5, 0.01214960237324174], [0, 40, 0.012031579938714634], [0, 31, 0.011760503602622705], [1, 83, 0.011731686752398145], [0, 12, 0.011658400328482097], [1, 46, 0.011558683121206219], [1, 86, 0.011514063920425968], [0, 47, 0.01140511429393793], [0, 17, 0.010856951501708324], [1, 82, 0.010769740146648435], [1, 13, 0.010740242774798094], [1, 50, 0.010700896786312343], [0, 65, 0.010698541248252109], [0, 61, 0.010555851432529875], [1, 60, 0.01048276900939146], [1, 74, 0.010353273458037228], [0, 98, 0.010245670784922405], [0, 66, 0.010171983423590342], [0, 43, 0.010163771252058067], [0, 7, 0.010089425190122521], [1, 19, 0.00999617624680055], [1, 58, 0.009727986067010173], [0, 21, 0.009667426574666724], [0, 51, 0.009011783750941664], [0, 95, 0.009010973859419813], [1, 32, 0.008950522286105886], [1, 35, 0.008718418690069044], [0, 53, 0.008713300883730173], [0, 69, 0.00824744166045553], [1, 67, 0.008151655990631598], [1, 68, 0.00799376711738285], [0, 8, 0.007992333849299298], [0, 14, 0.007791466751353837], [1, 88, 0.007770649924973929], [1, 29, 0.007727457315700373], [1, 85, 0.0077223320677352715], [1, 11, 0.007649386476838141], [1, 42, 0.007490553318017193], [1, 56, 0.007429348276020486], [0, 28, 0.007369509029257239], [0, 90, 0.007283907181957661], [1, 26, 0.0072576851791516924], [1, 76, 0.007148949464975471], [0, 99, 0.007060288511150223], [1, 81, 0.006726394557028314], [1, 25, 0.006669712727714396], [1, 49, 0.006296618637552014], [1, 44, 0.006147030172180228], [0, 84, 0.00604529398087256], [0, 41, 0.005969945567674042], [0, 70, 0.005930903142316718], [1, 57, 0.005836749110511969], [1, 93, 0.005768784053997741], [1, 2, 0.005767723465865401], [1, 4, 0.0057077980913409826], [1, 89, 0.005408629674974146], [1, 79, 0.005294628077577314], [1, 73, 0.005292711624785774], [1, 39, 0.005231150067896907], [1, 80, 0.005101098753259483], [1, 37, 0.005097309137171521], [1, 5, 0.005089497956072425], [1, 40, 0.0050400597535278065], [1, 31, 0.004926500223930524], [1, 12, 0.004883736936816361], [1, 47, 0.004777630534586454], [1, 17, 0.004548003259601318], [0, 71, 0.004526309521974407], [1, 65, 0.004481646264662714], [0, 78, 0.004453467975975945], [0, 94, 0.004441142020500786], [1, 61, 0.004421867497223647], [1, 98, 0.004291936681643068], [1, 66, 0.0042610654592370725], [1, 43, 0.004257619154825473]]","[0, 1, 41, 56, 59, 45, 34, 97, 63, 96, 72, 3]","[0, 1, 96, 45, 72, 34, 59, 3, 63, 9, 50, 41]","[0, 1, 96, 72, 36, 45, 18, 6, 63, 10, 34, 54]"
