function,samples,dimension,noise,nuisance_correlation,n_correlated_proxies,width_hidden,grid,k,lamb,probe_steps,method,top_m,heldout_seed,num_probe_rows,selected_screen_features,top_selection_variables,top_edge_pairs,effective_dim,screen_contains_all_true_vars,screen_true_var_recall,screen_contains_all_interaction_endpoints,screen_interaction_endpoint_recall,screen_contains_true_interactions,true_endpoint_rank_mean,true_endpoint_rank_worst,true_endpoint_score_mean,max_nuisance_score,endpoint_minus_max_nuisance
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,4,all,30,"[0, 1, 5, 57]","[0, 1, 5, 57, 29, 95, 61, 96, 92, 16, 22, 84]","[[0, 1, 1.0], [0, 82, 0.0701481118464921], [0, 91, 0.06555289466463683], [0, 33, 0.06432486249111566], [0, 5, 0.06353237373536388], [0, 16, 0.06155586322770135], [0, 35, 0.061154799500610896], [0, 67, 0.06010945111361831], [0, 12, 0.059405519186949106], [0, 76, 0.05854978441212906]]",4,0,0.5,0,0.0,0,46.0,79.0,0.018430142451055568,0.022234281318686464,-0.0038041388676308963
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,6,all,30,"[0, 1, 5, 57, 29, 95]","[0, 1, 5, 57, 29, 95, 61, 96, 92, 16, 22, 84]","[[0, 1, 1.0], [0, 82, 0.0701481118464921], [0, 91, 0.06555289466463683], [0, 33, 0.06432486249111566], [0, 5, 0.06353237373536388], [0, 16, 0.06155586322770135], [0, 35, 0.061154799500610896], [0, 67, 0.06010945111361831], [0, 12, 0.059405519186949106], [0, 76, 0.05854978441212906]]",6,0,0.5,0,0.0,0,46.0,79.0,0.018430142451055568,0.022234281318686464,-0.0038041388676308963
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,10,all,30,"[0, 1, 5, 57, 29, 95, 61, 96, 92, 16]","[0, 1, 5, 57, 29, 95, 61, 96, 92, 16, 22, 84]","[[0, 1, 1.0], [0, 82, 0.0701481118464921], [0, 91, 0.06555289466463683], [0, 33, 0.06432486249111566], [0, 5, 0.06353237373536388], [0, 16, 0.06155586322770135], [0, 35, 0.061154799500610896], [0, 67, 0.06010945111361831], [0, 12, 0.059405519186949106], [0, 76, 0.05854978441212906]]",10,0,0.5,0,0.0,0,46.0,79.0,0.018430142451055568,0.022234281318686464,-0.0038041388676308963
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,20,all,30,"[0, 1, 5, 57, 29, 95, 61, 96, 92, 16, 22, 84, 3, 28, 12, 98, 4, 45, 54, 65]","[0, 1, 5, 57, 29, 95, 61, 96, 92, 16, 22, 84]","[[0, 1, 1.0], [0, 82, 0.0701481118464921], [0, 91, 0.06555289466463683], [0, 33, 0.06432486249111566], [0, 5, 0.06353237373536388], [0, 16, 0.06155586322770135], [0, 35, 0.061154799500610896], [0, 67, 0.06010945111361831], [0, 12, 0.059405519186949106], [0, 76, 0.05854978441212906]]",20,0,0.75,0,0.5,0,46.0,79.0,0.018430142451055568,0.022234281318686464,-0.0038041388676308963
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,4,all,30,"[0, 1, 61, 5]","[0, 1, 61, 5, 29, 12, 51, 86, 4, 95, 89, 83]","[[0, 1, 1.0], [0, 82, 0.0701481118464921], [0, 91, 0.06555289466463683], [0, 33, 0.06432486249111566], [0, 5, 0.06353237373536388], [0, 16, 0.06155586322770135], [0, 35, 0.061154799500610896], [0, 67, 0.06010945111361831], [0, 12, 0.059405519186949106], [0, 76, 0.05854978441212906]]",4,0,0.5,0,0.0,0,40.0,60.0,0.023352737132826998,0.029061330284666103,-0.005708593151839105
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,6,all,30,"[0, 1, 61, 5, 29, 12]","[0, 1, 61, 5, 29, 12, 51, 86, 4, 95, 89, 83]","[[0, 1, 1.0], [0, 82, 0.0701481118464921], [0, 91, 0.06555289466463683], [0, 33, 0.06432486249111566], [0, 5, 0.06353237373536388], [0, 16, 0.06155586322770135], [0, 35, 0.061154799500610896], [0, 67, 0.06010945111361831], [0, 12, 0.059405519186949106], [0, 76, 0.05854978441212906]]",6,0,0.5,0,0.0,0,40.0,60.0,0.023352737132826998,0.029061330284666103,-0.005708593151839105
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,10,all,30,"[0, 1, 61, 5, 29, 12, 51, 86, 4, 95]","[0, 1, 61, 5, 29, 12, 51, 86, 4, 95, 89, 83]","[[0, 1, 1.0], [0, 82, 0.0701481118464921], [0, 91, 0.06555289466463683], [0, 33, 0.06432486249111566], [0, 5, 0.06353237373536388], [0, 16, 0.06155586322770135], [0, 35, 0.061154799500610896], [0, 67, 0.06010945111361831], [0, 12, 0.059405519186949106], [0, 76, 0.05854978441212906]]",10,0,0.5,0,0.0,0,40.0,60.0,0.023352737132826998,0.029061330284666103,-0.005708593151839105
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,20,all,30,"[0, 1, 61, 5, 29, 12, 51, 86, 4, 95, 89, 83, 16, 96, 84, 62, 88, 68, 76, 3]","[0, 1, 61, 5, 29, 12, 51, 86, 4, 95, 89, 83]","[[0, 1, 1.0], [0, 82, 0.0701481118464921], [0, 91, 0.06555289466463683], [0, 33, 0.06432486249111566], [0, 5, 0.06353237373536388], [0, 16, 0.06155586322770135], [0, 35, 0.061154799500610896], [0, 67, 0.06010945111361831], [0, 12, 0.059405519186949106], [0, 76, 0.05854978441212906]]",20,0,0.75,0,0.5,0,40.0,60.0,0.023352737132826998,0.029061330284666103,-0.005708593151839105
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,4,all,30,"[0, 1, 61, 5]","[0, 1, 61, 5, 16, 12, 91, 68, 82, 76, 3, 86]","[[0, 1, 1.0], [0, 82, 0.0701481118464921], [0, 91, 0.06555289466463683], [0, 33, 0.06432486249111566], [0, 5, 0.06353237373536388], [0, 16, 0.06155586322770135], [0, 35, 0.061154799500610896], [0, 67, 0.06010945111361831], [0, 12, 0.059405519186949106], [0, 76, 0.05854978441212906]]",4,0,0.5,0,0.0,0,33.0,55.0,0.014272068646413495,0.01705276063367821,-0.0027806919872647162
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,6,all,30,"[0, 1, 61, 5, 16, 12]","[0, 1, 61, 5, 16, 12, 91, 68, 82, 76, 3, 86]","[[0, 1, 1.0], [0, 82, 0.0701481118464921], [0, 91, 0.06555289466463683], [0, 33, 0.06432486249111566], [0, 5, 0.06353237373536388], [0, 16, 0.06155586322770135], [0, 35, 0.061154799500610896], [0, 67, 0.06010945111361831], [0, 12, 0.059405519186949106], [0, 76, 0.05854978441212906]]",6,0,0.5,0,0.0,0,33.0,55.0,0.014272068646413495,0.01705276063367821,-0.0027806919872647162
