function,samples,dimension,noise,nuisance_correlation,n_correlated_proxies,width_hidden,grid,k,lamb,probe_steps,method,top_m,heldout_seed,num_probe_rows,selected_screen_features,top_selection_variables,top_edge_pairs,effective_dim,screen_contains_all_true_vars,screen_true_var_recall,screen_contains_all_interaction_endpoints,screen_interaction_endpoint_recall,screen_contains_true_interactions,true_endpoint_rank_mean,true_endpoint_rank_worst,true_endpoint_score_mean,max_nuisance_score,endpoint_minus_max_nuisance
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,4,all,30,"[0, 1, 2, 3]","[0, 1, 2, 3, 33, 29, 20, 48, 59, 60, 44, 46]","[[0, 1, 1.0], [0, 2, 0.057574503720695516], [0, 3, 0.051135990950422386], [0, 68, 0.04504907642037705], [0, 44, 0.042850366148703745], [0, 17, 0.040534411672684977], [0, 89, 0.04041376839716797], [0, 8, 0.03924434075952974], [0, 42, 0.03742029417760414], [0, 29, 0.037361441850280654]]",4,1,1.0,1,1.0,1,3.5,4.0,0.012343144702649238,0.010160655324005721,0.002182489378643517
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,6,all,30,"[0, 1, 2, 3, 33, 29]","[0, 1, 2, 3, 33, 29, 20, 48, 59, 60, 44, 46]","[[0, 1, 1.0], [0, 2, 0.057574503720695516], [0, 3, 0.051135990950422386], [0, 68, 0.04504907642037705], [0, 44, 0.042850366148703745], [0, 17, 0.040534411672684977], [0, 89, 0.04041376839716797], [0, 8, 0.03924434075952974], [0, 42, 0.03742029417760414], [0, 29, 0.037361441850280654]]",6,1,1.0,1,1.0,1,3.5,4.0,0.012343144702649238,0.010160655324005721,0.002182489378643517
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,10,all,30,"[0, 1, 2, 3, 33, 29, 20, 48, 59, 60]","[0, 1, 2, 3, 33, 29, 20, 48, 59, 60, 44, 46]","[[0, 1, 1.0], [0, 2, 0.057574503720695516], [0, 3, 0.051135990950422386], [0, 68, 0.04504907642037705], [0, 44, 0.042850366148703745], [0, 17, 0.040534411672684977], [0, 89, 0.04041376839716797], [0, 8, 0.03924434075952974], [0, 42, 0.03742029417760414], [0, 29, 0.037361441850280654]]",10,1,1.0,1,1.0,1,3.5,4.0,0.012343144702649238,0.010160655324005721,0.002182489378643517
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,20,all,30,"[0, 1, 2, 3, 33, 29, 20, 48, 59, 60, 44, 46, 77, 81, 39, 57, 49, 96, 31, 84]","[0, 1, 2, 3, 33, 29, 20, 48, 59, 60, 44, 46]","[[0, 1, 1.0], [0, 2, 0.057574503720695516], [0, 3, 0.051135990950422386], [0, 68, 0.04504907642037705], [0, 44, 0.042850366148703745], [0, 17, 0.040534411672684977], [0, 89, 0.04041376839716797], [0, 8, 0.03924434075952974], [0, 42, 0.03742029417760414], [0, 29, 0.037361441850280654]]",20,1,1.0,1,1.0,1,3.5,4.0,0.012343144702649238,0.010160655324005721,0.002182489378643517
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,4,all,30,"[0, 1, 3, 2]","[0, 1, 3, 2, 29, 33, 83, 49, 39, 77, 48, 51]","[[0, 1, 1.0], [0, 2, 0.057574503720695516], [0, 3, 0.051135990950422386], [0, 68, 0.04504907642037705], [0, 44, 0.042850366148703745], [0, 17, 0.040534411672684977], [0, 89, 0.04041376839716797], [0, 8, 0.03924434075952974], [0, 42, 0.03742029417760414], [0, 29, 0.037361441850280654]]",4,1,1.0,1,1.0,1,3.5,4.0,0.031945026669521724,0.014135662864929165,0.01780936380459256
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,6,all,30,"[0, 1, 3, 2, 29, 33]","[0, 1, 3, 2, 29, 33, 83, 49, 39, 77, 48, 51]","[[0, 1, 1.0], [0, 2, 0.057574503720695516], [0, 3, 0.051135990950422386], [0, 68, 0.04504907642037705], [0, 44, 0.042850366148703745], [0, 17, 0.040534411672684977], [0, 89, 0.04041376839716797], [0, 8, 0.03924434075952974], [0, 42, 0.03742029417760414], [0, 29, 0.037361441850280654]]",6,1,1.0,1,1.0,1,3.5,4.0,0.031945026669521724,0.014135662864929165,0.01780936380459256
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,10,all,30,"[0, 1, 3, 2, 29, 33, 83, 49, 39, 77]","[0, 1, 3, 2, 29, 33, 83, 49, 39, 77, 48, 51]","[[0, 1, 1.0], [0, 2, 0.057574503720695516], [0, 3, 0.051135990950422386], [0, 68, 0.04504907642037705], [0, 44, 0.042850366148703745], [0, 17, 0.040534411672684977], [0, 89, 0.04041376839716797], [0, 8, 0.03924434075952974], [0, 42, 0.03742029417760414], [0, 29, 0.037361441850280654]]",10,1,1.0,1,1.0,1,3.5,4.0,0.031945026669521724,0.014135662864929165,0.01780936380459256
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,20,all,30,"[0, 1, 3, 2, 29, 33, 83, 49, 39, 77, 48, 51, 96, 20, 60, 57, 63, 59, 81, 84]","[0, 1, 3, 2, 29, 33, 83, 49, 39, 77, 48, 51]","[[0, 1, 1.0], [0, 2, 0.057574503720695516], [0, 3, 0.051135990950422386], [0, 68, 0.04504907642037705], [0, 44, 0.042850366148703745], [0, 17, 0.040534411672684977], [0, 89, 0.04041376839716797], [0, 8, 0.03924434075952974], [0, 42, 0.03742029417760414], [0, 29, 0.037361441850280654]]",20,1,1.0,1,1.0,1,3.5,4.0,0.031945026669521724,0.014135662864929165,0.01780936380459256
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,4,all,30,"[0, 1, 3, 2]","[0, 1, 3, 2, 33, 84, 29, 83, 96, 39, 51, 49]","[[0, 1, 1.0], [0, 2, 0.057574503720695516], [0, 3, 0.051135990950422386], [0, 68, 0.04504907642037705], [0, 44, 0.042850366148703745], [0, 17, 0.040534411672684977], [0, 89, 0.04041376839716797], [0, 8, 0.03924434075952974], [0, 42, 0.03742029417760414], [0, 29, 0.037361441850280654]]",4,1,1.0,1,1.0,1,3.5,4.0,0.020728274761958036,0.0119254315482669,0.008802843213691135
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,6,all,30,"[0, 1, 3, 2, 33, 84]","[0, 1, 3, 2, 33, 84, 29, 83, 96, 39, 51, 49]","[[0, 1, 1.0], [0, 2, 0.057574503720695516], [0, 3, 0.051135990950422386], [0, 68, 0.04504907642037705], [0, 44, 0.042850366148703745], [0, 17, 0.040534411672684977], [0, 89, 0.04041376839716797], [0, 8, 0.03924434075952974], [0, 42, 0.03742029417760414], [0, 29, 0.037361441850280654]]",6,1,1.0,1,1.0,1,3.5,4.0,0.020728274761958036,0.0119254315482669,0.008802843213691135
