model,function,screen_mode,dimension,samples,noise,grid,k,width_hidden,lamb,steps,opt,update_grid,interaction_method,train_mse_mean,train_mse_std,test_mse_mean,test_mse_std,effective_dim_mean,screen_contains_all_true_vars_mean,screen_true_var_recall_mean,screen_contains_all_interaction_endpoints_mean,screen_interaction_endpoint_recall_mean,screen_contains_true_interactions_mean,explain_contains_all_interaction_endpoints_mean,explain_interaction_endpoint_recall_mean,selected_interaction_endpoint_recall_mean,selected_interaction_contains_all_endpoints_mean,variable_f1_mean,variable_f1_std,variable_auroc_mean,variable_auroc_std,variable_auprc_mean,variable_auprc_std,interaction_f1_mean,interaction_f1_std,true_interaction_best_rank_mean,true_interaction_best_rank_std,true_interaction_worst_rank_mean,true_interaction_worst_rank_std,true_interaction_rank_mean_mean,true_interaction_rank_mean_std,true_interaction_score_mean_mean,true_interaction_score_mean_std,max_nontrue_interaction_score_mean,max_nontrue_interaction_score_std,true_interaction_mean_score_margin_mean,true_interaction_mean_score_margin_std,true_interaction_beats_all_false_mean
KAN_tuned_fixed,core_interaction_c025,exclude_interaction,100,2048,0.0,5,3,8,0.001,100,LBFGS,0,fd,0.5774425283074379,0.1686335913109794,1.3430105164647101,0.41888920737025004,6.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.07905694150420949,0.482421875,0.04323426488511456,0.064,0.07589466384404112,0.0,0.0,212.5,1.5811388300841902,212.5,1.5811388300841902,212.5,1.5811388300841902,0.0,0.0,79.33809933662414,40.4912609788902,-79.33809933662414,40.4912609788902,0.0
KAN_tuned_fixed,core_interaction_c025,oracle_support,100,2048,0.0,5,3,8,0.001,100,LBFGS,0,fd,0.000342075563094113,0.0005498321746509714,0.00035585278819780795,0.0005472918705146916,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,1.0,0.0,1.0,0.0,1.0,0.0,0.8,0.4216370213557839,1.2,0.4216370213557839,1.2,0.4216370213557839,1.2,0.4216370213557839,0.2843514382839203,0.00686371140136343,0.15741117876023053,0.1376202446804369,0.12694025952368976,0.13493577218734815,0.8
KAN_tuned_fixed,core_interaction_c025,random,100,2048,0.0,5,3,8,0.001,100,LBFGS,0,fd,0.6280028313398361,0.19068968347176604,1.2812422424554826,0.4104818951289466,6.0,0.0,0.125,0.0,0.2,0.0,0.0,0.15,0.0,0.0,0.1,0.12909944487358055,0.533984375,0.06884630096867825,0.08916666666666667,0.07685966046898339,0.0,0.0,212.5,1.5811388300841902,212.5,1.5811388300841902,212.5,1.5811388300841902,0.0,0.0,72.78983798027039,34.10574777129094,-72.78983798027039,34.10574777129094,0.0
KAN_tuned_fixed,core_interaction_c025,rf,100,2048,0.0,5,3,8,0.001,100,LBFGS,0,fd,0.010107694582256955,0.0034991491403702935,0.010672254383098333,0.003690230962760637,6.0,0.1,0.625,0.1,0.25,0.1,0.1,0.2,0.15,0.1,0.6,0.17480147469502522,0.804296875,0.09177414472653732,0.62375,0.1603695818345168,0.1,0.31622776601683794,183.7,64.1942365014181,183.7,64.1942365014181,183.7,64.1942365014181,0.02812896966934204,0.08895161238891426,0.43698142319917677,0.2794314157592394,-0.40885245352983474,0.32620686360508017,0.1
