model,function,screen_mode,dimension,samples,noise,grid,k,width_hidden,lamb,steps,opt,update_grid,interaction_method,train_mse_mean,train_mse_std,test_mse_mean,test_mse_std,effective_dim_mean,screen_contains_all_true_vars_mean,screen_true_var_recall_mean,screen_contains_all_interaction_endpoints_mean,screen_interaction_endpoint_recall_mean,screen_contains_true_interactions_mean,explain_contains_all_interaction_endpoints_mean,explain_interaction_endpoint_recall_mean,selected_interaction_endpoint_recall_mean,selected_interaction_contains_all_endpoints_mean,variable_f1_mean,variable_f1_std,variable_auroc_mean,variable_auroc_std,variable_auprc_mean,variable_auprc_std,interaction_f1_mean,interaction_f1_std,true_interaction_best_rank_mean,true_interaction_best_rank_std,true_interaction_worst_rank_mean,true_interaction_worst_rank_std,true_interaction_rank_mean_mean,true_interaction_rank_mean_std,true_interaction_score_mean_mean,true_interaction_score_mean_std,max_nontrue_interaction_score_mean,max_nontrue_interaction_score_std,true_interaction_mean_score_margin_mean,true_interaction_mean_score_margin_std,true_interaction_beats_all_false_mean,source_file
KAN_tuned_fixed,core_interaction_c05,exclude_interaction,100,512,0.0,5,3,8,0.001,100,LBFGS,0,fd,0.0592520747333765,0.0311834373600137,3.276499909162521,1.0938689445072267,5.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0790569415042094,0.4875,0.0428225099814468,0.064,0.0758946638440411,0.0,0.0,207.6,1.2649110640673549,207.6,1.2649110640673549,207.6,1.2649110640673549,0.0,0.0,111.0022243499756,34.24758628139308,-111.0022243499756,34.24758628139308,0.0,c05_n512_d100_top5_screen_summary.csv
KAN_tuned_fixed,core_interaction_c05,oracle_support,100,512,0.0,5,3,8,0.001,100,LBFGS,0,fd,0.0002170381485484,7.953378146425267e-05,0.0002877975057344,0.0001089563419687,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,1.0,0.0,1.0,0.0,1.0,0.0,0.8,0.4216370213557839,1.2,0.4216370213557839,1.2,0.4216370213557839,1.2,0.4216370213557839,0.5958051145076751,0.018091994855636,0.2253173755481839,0.2559097525940204,0.3704877389594913,0.2459646444591902,0.8,c05_n512_d100_top5_screen_summary.csv
KAN_tuned_fixed,core_interaction_c05,random,100,512,0.0,5,3,8,0.001,100,LBFGS,0,fd,0.0555832520127296,0.0236792832576719,3.4058204531669616,1.0709611944678126,5.0,0.0,0.1,0.0,0.15,0.0,0.0,0.1,0.05,0.0,0.075,0.1207614728849119,0.5265625,0.0679726855146996,0.0993333333333333,0.0983041387923403,0.0,0.0,207.6,1.2649110640673549,207.6,1.2649110640673549,207.6,1.2649110640673549,0.0,0.0,104.62584762573242,27.73981644867008,-104.62584762573242,27.73981644867008,0.0,c05_n512_d100_top5_screen_summary.csv
KAN_tuned_fixed,core_interaction_c05,rf,100,512,0.0,5,3,8,0.001,100,LBFGS,0,fd,0.01877873968333,0.0037621736571275,0.0988488957285881,0.0255648140525474,5.0,0.0,0.625,0.0,0.25,0.0,0.0,0.25,0.1,0.0,0.625,0.1317615691736824,0.8067708333333332,0.0680834516239509,0.6275000000000001,0.1155902725626646,0.0,0.0,201.0,0.0,201.0,0.0,201.0,0.0,0.0,0.0,7.456388592720032,3.591214413201763,-7.456388592720032,3.591214413201763,0.0,c05_n512_d100_top5_screen_summary.csv
KAN_tuned_fixed,core_interaction_c1,exclude_interaction,1000,1024,0.0,5,3,8,0.001,100,LBFGS,0,fd,0.2234840523451566,0.0290488897203247,2.406011015176773,0.1847381204957658,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4969879518072289,0.0,0.004,0.0,0.0,0.0,2013.0,0.0,2013.0,0.0,2013.0,0.0,0.0,0.0,107.8110818862915,30.45573922154125,-107.8110818862915,30.45573922154125,0.0,c1_n1024_d1000_top6_screen_summary.csv
KAN_tuned_fixed,core_interaction_c1,oracle_support,1000,1024,0.0,5,3,8,0.001,100,LBFGS,0,fd,0.0002346272594877,0.0001032920141087,0.0002751160645857,0.0001054313344707,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.1219601184129715,0.0303340178923605,0.2062818026170134,0.1003402055847526,0.915678315795958,0.0988583972482692,1.0,c1_n1024_d1000_top6_screen_summary.csv
KAN_tuned_fixed,core_interaction_c1,random,1000,1024,0.0,5,3,8,0.001,100,LBFGS,0,fd,0.2591967787593603,0.0392693743250766,2.257385551929474,0.1829788116246636,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4969879518072289,0.0,0.004,0.0,0.0,0.0,2013.0,0.0,2013.0,0.0,2013.0,0.0,0.0,0.0,103.43582248687744,21.357563241244492,-103.43582248687744,21.357563241244492,0.0,c1_n1024_d1000_top6_screen_summary.csv
KAN_tuned_fixed,core_interaction_c1,rf,1000,1024,0.0,5,3,8,0.001,100,LBFGS,0,fd,0.0443534498990629,0.0368879844655902,0.2000579847099288,0.1669718068861238,6.0,0.375,0.8125,0.375,0.625,0.375,0.375,0.625,0.4375,0.375,0.8125,0.1767766952966369,0.9059362449799196,0.0887179874367613,0.81325,0.1760695885154503,0.375,0.5175491695067657,1252.875,1036.6509865220517,1252.875,1036.6509865220517,1252.875,1036.6509865220517,0.4282307922840118,0.5917820496616132,17.365369994193316,20.995984576280595,-16.937139201909304,21.400629321096627,0.375,c1_n1024_d1000_top6_screen_summary.csv
KAN_tuned_fixed,core_interaction_c1,exclude_interaction,500,1024,0.0,5,3,8,0.001,100,LBFGS,0,fd,0.2525509353727102,0.050183893436611,2.269657433032989,0.1400422732590837,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4939516129032258,0.0,0.008,0.0,0.0,0.0,1013.0,0.0,1013.0,0.0,1013.0,0.0,0.0,0.0,101.12110614776611,27.31967570217958,-101.12110614776611,27.31967570217958,0.0,c1_n1024_d500_top6_screen_summary.csv
KAN_tuned_fixed,core_interaction_c1,oracle_support,500,1024,0.0,5,3,8,0.001,100,LBFGS,0,fd,0.0001984401296795,5.607235511965287e-05,0.0002283685935253,7.109382569117508e-05,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.1229562610387802,0.037120686846432,0.1748102288693189,0.0970082554784702,0.9481460321694613,0.1144758472708134,1.0,c1_n1024_d500_top6_screen_summary.csv
KAN_tuned_fixed,core_interaction_c1,random,500,1024,0.0,5,3,8,0.001,100,LBFGS,0,fd,0.249571418389678,0.0361635654069202,2.2382448315620422,0.1077172740562242,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4939516129032258,0.0,0.008,0.0,0.0,0.0,1013.0,0.0,1013.0,0.0,1013.0,0.0,0.0,0.0,138.54392433166504,33.45677441331483,-138.54392433166504,33.45677441331483,0.0,c1_n1024_d500_top6_screen_summary.csv
KAN_tuned_fixed,core_interaction_c1,rf,500,1024,0.0,5,3,8,0.001,100,LBFGS,0,fd,0.0141330794849636,0.0257776524912974,0.0910202984541683,0.1685358778337828,6.0,0.75,0.9375,0.75,0.875,0.75,0.75,0.875,0.875,0.75,0.9375,0.1157275124715689,0.9685609879032258,0.0582137386323719,0.938,0.1148016923717963,0.75,0.4629100498862757,251.75,464.2987800359345,251.75,464.2987800359345,251.75,464.2987800359345,0.8479141891002655,0.5253987530671028,8.435495904646814,16.750035431442466,-7.587581715546548,17.227845890846435,0.75,c1_n1024_d500_top6_screen_summary.csv
KAN_tuned_fixed,core_interaction_c1,exclude_interaction,100,512,0.0,5,3,8,0.001,100,LBFGS,0,fd,0.0775369461625814,0.0294979622282445,3.0566670656204225,0.8994585311812218,5.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0790569415042094,0.4875,0.0428225099814468,0.064,0.0758946638440411,0.0,0.0,207.6,1.2649110640673549,207.6,1.2649110640673549,207.6,1.2649110640673549,0.0,0.0,104.67339096069335,34.90213935101134,-104.67339096069335,34.90213935101134,0.0,c1_n512_d100_top5_screen_summary.csv
KAN_tuned_fixed,core_interaction_c1,oracle_support,100,512,0.0,5,3,8,0.001,100,LBFGS,0,fd,0.0002097960794344,0.0001004891949228,0.0003152455479721,0.0002354822316232,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.1366722583770752,0.0325745413680676,0.2306976292282342,0.1916217940350884,0.9059746291488407,0.2025852323780542,1.0,c1_n512_d100_top5_screen_summary.csv
KAN_tuned_fixed,core_interaction_c1,random,100,512,0.0,5,3,8,0.001,100,LBFGS,0,fd,0.0569745808839797,0.0191434372521825,3.151016438007354,0.9559855675183476,5.0,0.0,0.1,0.0,0.15,0.0,0.0,0.1,0.05,0.0,0.075,0.1207614728849119,0.5263020833333333,0.0676465396440216,0.09725,0.0981951713001544,0.0,0.0,207.6,1.2649110640673549,207.6,1.2649110640673549,207.6,1.2649110640673549,0.0,0.0,121.46495895385742,34.55570309664571,-121.46495895385742,34.55570309664571,0.0,c1_n512_d100_top5_screen_summary.csv
KAN_tuned_fixed,core_interaction_c1,rf,100,512,0.0,5,3,8,0.001,100,LBFGS,0,fd,0.0102036649361252,0.0142090530953251,0.179577286253334,0.2332382549683944,5.0,0.6,0.875,0.6,0.75,0.6,0.6,0.75,0.6,0.6,0.875,0.1767766952966369,0.9356770833333332,0.091051124736487,0.87375,0.1756624366979653,0.6,0.5163977794943222,81.0,103.27955589886444,81.0,103.27955589886444,81.0,103.27955589886444,0.6857620239257812,0.5909484920366922,12.340444619953631,18.559165879610383,-11.65468259602785,19.0607742014335,0.6,c1_n512_d100_top5_screen_summary.csv
