model,function,screen_mode,dimension,samples,noise,grid,k,width_hidden,lamb,steps,opt,update_grid,interaction_method,train_mse_mean,train_mse_std,test_mse_mean,test_mse_std,effective_dim_mean,screen_contains_all_true_vars_mean,screen_true_var_recall_mean,screen_contains_all_interaction_endpoints_mean,screen_interaction_endpoint_recall_mean,screen_contains_true_interactions_mean,explain_contains_all_interaction_endpoints_mean,explain_interaction_endpoint_recall_mean,selected_interaction_endpoint_recall_mean,selected_interaction_contains_all_endpoints_mean,variable_f1_mean,variable_f1_std,variable_auroc_mean,variable_auroc_std,variable_auprc_mean,variable_auprc_std,interaction_f1_mean,interaction_f1_std,true_interaction_best_rank_mean,true_interaction_best_rank_std,true_interaction_worst_rank_mean,true_interaction_worst_rank_std,true_interaction_rank_mean_mean,true_interaction_rank_mean_std,true_interaction_score_mean_mean,true_interaction_score_mean_std,max_nontrue_interaction_score_mean,max_nontrue_interaction_score_std,true_interaction_mean_score_margin_mean,true_interaction_mean_score_margin_std,true_interaction_beats_all_false_mean
KAN_tuned_fixed,core_interaction_c025,exclude_interaction,100,512,0.0,5,3,8,0.001,100,LBFGS,0,fd,0.1188614122569561,0.042217898289292434,2.7869703710079192,0.841833419396627,4.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.07905694150420949,0.492578125,0.04241075507777904,0.064,0.07589466384404112,0.0,0.0,203.7,0.9486832980505133,203.7,0.9486832980505133,203.7,0.9486832980505133,0.0,0.0,143.9936195373535,61.13259626171566,-143.9936195373535,61.13259626171566,0.0
KAN_tuned_fixed,core_interaction_c025,oracle_support,100,512,0.0,5,3,8,0.001,100,LBFGS,0,fd,0.0002172672568121925,7.191924107084463e-05,0.0002571758595877327,8.974748714308919e-05,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,1.0,0.0,1.0,0.0,1.0,0.0,0.6,0.5163977794943222,1.4,0.5163977794943222,1.4,0.5163977794943222,1.4,0.5163977794943222,0.27067147344350817,0.013292747293423682,0.2804873488843441,0.2502239284243424,-0.009815875440835953,0.2514450498887609,0.6
KAN_tuned_fixed,core_interaction_c025,random,100,512,0.0,5,3,8,0.001,100,LBFGS,0,fd,0.11593674253672362,0.03704020086462851,2.75453160405159,0.6950890713144113,4.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.07905694150420949,0.492578125,0.04241075507777904,0.064,0.07589466384404112,0.0,0.0,203.7,0.9486832980505133,203.7,0.9486832980505133,203.7,0.9486832980505133,0.0,0.0,142.8164810180664,46.28072634324887,-142.8164810180664,46.28072634324887,0.0
KAN_tuned_fixed,core_interaction_c025,rf,100,512,0.0,5,3,8,0.001,100,LBFGS,0,fd,0.010254647862166167,0.000932110963598735,0.012993674073368312,0.0006147347181938426,4.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.7447916666666666,0.0,0.52,0.0,0.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,0.0,0.0,0.9825863391160965,0.35564122603482123,-0.9825863391160965,0.35564122603482123,0.0
