function,samples,dimension,noise,nuisance_correlation,n_correlated_proxies,width_hidden,grid,k,lamb,probe_steps,method,top_m,screen_contains_all_true_vars_mean,screen_contains_all_true_vars_std,screen_true_var_recall_mean,screen_true_var_recall_std,screen_contains_all_interaction_endpoints_mean,screen_contains_all_interaction_endpoints_std,screen_interaction_endpoint_recall_mean,screen_interaction_endpoint_recall_std,screen_contains_true_interactions_mean,screen_contains_true_interactions_std,true_endpoint_rank_mean_mean,true_endpoint_rank_mean_std,true_endpoint_rank_worst_mean,true_endpoint_rank_worst_std,true_endpoint_score_mean_mean,true_endpoint_score_mean_std,max_nuisance_score_mean,max_nuisance_score_std,endpoint_minus_max_nuisance_mean,endpoint_minus_max_nuisance_std,num_support_evals,setting
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_endpoint,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0697202946486286,0.0014817407437617,0.0072121170893133,0.0003033676128734,0.0625081775593153,0.0016310924563615,30,clean_w16_n768
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_endpoint,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0697202946486286,0.0014817407437617,0.0072121170893133,0.0003033676128734,0.0625081775593153,0.0016310924563615,30,clean_w16_n768
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_endpoint,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0697202946486286,0.0014817407437617,0.0072121170893133,0.0003033676128734,0.0625081775593153,0.0016310924563615,30,clean_w16_n768
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_endpoint,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0697202946486286,0.0014817407437617,0.0072121170893133,0.0003033676128734,0.0625081775593153,0.0016310924563615,30,clean_w16_n768
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_hybrid,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0812622761818682,0.0014623401114803,0.0061440738255586,0.0002141665029849,0.0751182023563095,0.00160282469929,30,clean_w16_n768
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_hybrid,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0812622761818682,0.0014623401114803,0.0061440738255586,0.0002141665029849,0.0751182023563095,0.00160282469929,30,clean_w16_n768
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_hybrid,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0812622761818682,0.0014623401114803,0.0061440738255586,0.0002141665029849,0.0751182023563095,0.00160282469929,30,clean_w16_n768
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_hybrid,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0812622761818682,0.0014623401114803,0.0061440738255586,0.0002141665029849,0.0751182023563095,0.00160282469929,30,clean_w16_n768
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0550406213495709,0.0008486080217391,0.0033559931943658,0.0001373695576653,0.0516846281552051,0.0009750009383669,30,clean_w16_n768
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0550406213495709,0.0008486080217391,0.0033559931943658,0.0001373695576653,0.0516846281552051,0.0009750009383669,30,clean_w16_n768
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0550406213495709,0.0008486080217391,0.0033559931943658,0.0001373695576653,0.0516846281552051,0.0009750009383669,30,clean_w16_n768
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0550406213495709,0.0008486080217391,0.0033559931943658,0.0001373695576653,0.0516846281552051,0.0009750009383669,30,clean_w16_n768
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0812622761818682,0.0014623401114803,0.0061440738255586,0.0002141665029849,0.0751182023563095,0.00160282469929,30,clean_w16_n768
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0812622761818682,0.0014623401114803,0.0061440738255586,0.0002141665029849,0.0751182023563095,0.00160282469929,30,clean_w16_n768
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0812622761818682,0.0014623401114803,0.0061440738255586,0.0002141665029849,0.0751182023563095,0.00160282469929,30,clean_w16_n768
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0812622761818682,0.0014623401114803,0.0061440738255586,0.0002141665029849,0.0751182023563095,0.00160282469929,30,clean_w16_n768
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.1043462392483474,0.0015283453438774,0.004571169862569,0.000209894124186,0.0997750693857783,0.0017316075825403,30,clean_w16_n768
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.1043462392483474,0.0015283453438774,0.004571169862569,0.000209894124186,0.0997750693857783,0.0017316075825403,30,clean_w16_n768
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.1043462392483474,0.0015283453438774,0.004571169862569,0.000209894124186,0.0997750693857783,0.0017316075825403,30,clean_w16_n768
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.1043462392483474,0.0015283453438774,0.004571169862569,0.000209894124186,0.0997750693857783,0.0017316075825403,30,clean_w16_n768
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0242439739450718,0.0002488888217822,0.003135625826803,0.0001264445568813,0.0211083481182687,0.0003645423965702,30,clean_w16_n768
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0242439739450718,0.0002488888217822,0.003135625826803,0.0001264445568813,0.0211083481182687,0.0003645423965702,30,clean_w16_n768
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0242439739450718,0.0002488888217822,0.003135625826803,0.0001264445568813,0.0211083481182687,0.0003645423965702,30,clean_w16_n768
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0242439739450718,0.0002488888217822,0.003135625826803,0.0001264445568813,0.0211083481182687,0.0003645423965702,30,clean_w16_n768
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_endpoint_mass,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0335847565493299,0.001448666676812,0.0075651902027708,0.0001214709306388,0.0260195663465591,0.0014688313302852,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_endpoint_mass,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0335847565493299,0.001448666676812,0.0075651902027708,0.0001214709306388,0.0260195663465591,0.0014688313302852,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_endpoint_mass,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0335847565493299,0.001448666676812,0.0075651902027708,0.0001214709306388,0.0260195663465591,0.0014688313302852,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_endpoint_mass,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0335847565493299,0.001448666676812,0.0075651902027708,0.0001214709306388,0.0260195663465591,0.0014688313302852,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_endpoint,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0335847565493299,0.001448666676812,0.0075651902027708,0.0001214709306388,0.0260195663465591,0.0014688313302852,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_endpoint,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0335847565493299,0.001448666676812,0.0075651902027708,0.0001214709306388,0.0260195663465591,0.0014688313302852,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_endpoint,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0335847565493299,0.001448666676812,0.0075651902027708,0.0001214709306388,0.0260195663465591,0.0014688313302852,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_endpoint,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0335847565493299,0.001448666676812,0.0075651902027708,0.0001214709306388,0.0260195663465591,0.0014688313302852,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_hybrid,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0426397837065556,0.0014838814466053,0.0083674846938253,0.000158732160174,0.0342722990127302,0.0015936876981908,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_hybrid,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0426397837065556,0.0014838814466053,0.0083674846938253,0.000158732160174,0.0342722990127302,0.0015936876981908,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_hybrid,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0426397837065556,0.0014838814466053,0.0083674846938253,0.000158732160174,0.0342722990127302,0.0015936876981908,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_hybrid,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0426397837065556,0.0014838814466053,0.0083674846938253,0.000158732160174,0.0342722990127302,0.0015936876981908,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0242291462322958,0.0007411041626524,0.0056244020671716,0.000184102638079,0.0186047441651241,0.0008671187988199,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0242291462322958,0.0007411041626524,0.0056244020671716,0.000184102638079,0.0186047441651241,0.0008671187988199,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0242291462322958,0.0007411041626524,0.0056244020671716,0.000184102638079,0.0186047441651241,0.0008671187988199,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0242291462322958,0.0007411041626524,0.0056244020671716,0.000184102638079,0.0186047441651241,0.0008671187988199,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0426397837065556,0.0014838814466053,0.0083674846938253,0.000158732160174,0.0342722990127302,0.0015936876981908,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0426397837065556,0.0014838814466053,0.0083674846938253,0.000158732160174,0.0342722990127302,0.0015936876981908,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0426397837065556,0.0014838814466053,0.0083674846938253,0.000158732160174,0.0342722990127302,0.0015936876981908,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0426397837065556,0.0014838814466053,0.0083674846938253,0.000158732160174,0.0342722990127302,0.0015936876981908,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0607498380210069,0.0017379826042171,0.0100218701346046,0.0002841748417548,0.0507279678864022,0.0019779977337771,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0607498380210069,0.0017379826042171,0.0100218701346046,0.0002841748417548,0.0507279678864022,0.0019779977337771,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0607498380210069,0.0017379826042171,0.0100218701346046,0.0002841748417548,0.0507279678864022,0.0019779977337771,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0607498380210069,0.0017379826042171,0.0100218701346046,0.0002841748417548,0.0507279678864022,0.0019779977337771,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0176066874016635,0.000280913737392,0.0078863200680288,0.0002290244315462,0.0097203673336346,0.0004948647429881,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0176066874016635,0.000280913737392,0.0078863200680288,0.0002290244315462,0.0097203673336346,0.0004948647429881,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0176066874016635,0.000280913737392,0.0078863200680288,0.0002290244315462,0.0097203673336346,0.0004948647429881,30,gridupdate_w16_n1024
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.0176066874016635,0.000280913737392,0.0078863200680288,0.0002290244315462,0.0097203673336346,0.0004948647429881,30,gridupdate_w16_n1024
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,edge_endpoint_mass,4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.433333333333334,4.229888180908392,26.4,8.294576541331088,0.0133128503747668,0.00025364319091,0.0159855251894683,0.0002731809489876,-0.0026726748147014,0.0003556164710975,30,gridupdate_w16_n512
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,edge_endpoint_mass,6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.433333333333334,4.229888180908392,26.4,8.294576541331088,0.0133128503747668,0.00025364319091,0.0159855251894683,0.0002731809489876,-0.0026726748147014,0.0003556164710975,30,gridupdate_w16_n512
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,edge_endpoint_mass,10,0.0,0.0,0.5833333333333334,0.119865825371346,0.0,0.0,0.1666666666666666,0.2397316507426921,0.0,0.0,19.433333333333334,4.229888180908392,26.4,8.294576541331088,0.0133128503747668,0.00025364319091,0.0159855251894683,0.0002731809489876,-0.0026726748147014,0.0003556164710975,30,gridupdate_w16_n512
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,edge_endpoint_mass,20,0.1,0.3051285766293646,0.7583333333333333,0.1034602483493334,0.1,0.3051285766293646,0.5166666666666667,0.2069204966986668,0.1,0.3051285766293646,19.433333333333334,4.229888180908392,26.4,8.294576541331088,0.0133128503747668,0.00025364319091,0.0159855251894683,0.0002731809489876,-0.0026726748147014,0.0003556164710975,30,gridupdate_w16_n512
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_endpoint,4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.433333333333334,4.229888180908392,26.4,8.294576541331088,0.0133128503747668,0.00025364319091,0.0159855251894683,0.0002731809489876,-0.0026726748147014,0.0003556164710975,30,gridupdate_w16_n512
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_endpoint,6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.433333333333334,4.229888180908392,26.4,8.294576541331088,0.0133128503747668,0.00025364319091,0.0159855251894683,0.0002731809489876,-0.0026726748147014,0.0003556164710975,30,gridupdate_w16_n512
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_endpoint,10,0.0,0.0,0.5833333333333334,0.119865825371346,0.0,0.0,0.1666666666666666,0.2397316507426921,0.0,0.0,19.433333333333334,4.229888180908392,26.4,8.294576541331088,0.0133128503747668,0.00025364319091,0.0159855251894683,0.0002731809489876,-0.0026726748147014,0.0003556164710975,30,gridupdate_w16_n512
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_endpoint,20,0.1,0.3051285766293646,0.7583333333333333,0.1034602483493334,0.1,0.3051285766293646,0.5166666666666667,0.2069204966986668,0.1,0.3051285766293646,19.433333333333334,4.229888180908392,26.4,8.294576541331088,0.0133128503747668,0.00025364319091,0.0159855251894683,0.0002731809489876,-0.0026726748147014,0.0003556164710975,30,gridupdate_w16_n512
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_hybrid,4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.966666666666665,5.307660913040329,36.7,10.021184457489769,0.0166594792941202,0.0002883677043225,0.0203096414045193,0.0004533309409264,-0.003650162110399,0.0004561845063969,30,gridupdate_w16_n512
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_hybrid,6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.966666666666665,5.307660913040329,36.7,10.021184457489769,0.0166594792941202,0.0002883677043225,0.0203096414045193,0.0004533309409264,-0.003650162110399,0.0004561845063969,30,gridupdate_w16_n512
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_hybrid,10,0.0,0.0,0.525,0.0762821441573411,0.0,0.0,0.05,0.1525642883146823,0.0,0.0,24.966666666666665,5.307660913040329,36.7,10.021184457489769,0.0166594792941202,0.0002883677043225,0.0203096414045193,0.0004533309409264,-0.003650162110399,0.0004561845063969,30,gridupdate_w16_n512
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_hybrid,20,0.0333333333333333,0.1825741858350553,0.7583333333333333,0.0456435464587638,0.0333333333333333,0.1825741858350553,0.5166666666666667,0.0912870929175276,0.0333333333333333,0.1825741858350553,24.966666666666665,5.307660913040329,36.7,10.021184457489769,0.0166594792941202,0.0002883677043225,0.0203096414045193,0.0004533309409264,-0.003650162110399,0.0004561845063969,30,gridupdate_w16_n512
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.86666666666667,4.454624356881233,55.13333333333333,8.215768410484355,0.0142720686464134,0.0002935411737105,0.0171734867433139,0.0004017218368621,-0.0029014180969004,0.0003396985242472,30,gridupdate_w16_n512
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.86666666666667,4.454624356881233,55.13333333333333,8.215768410484355,0.0142720686464134,0.0002935411737105,0.0171734867433139,0.0004017218368621,-0.0029014180969004,0.0003396985242472,30,gridupdate_w16_n512
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,10,0.0,0.0,0.65,0.1245682197806099,0.0,0.0,0.3,0.2491364395612198,0.0,0.0,32.86666666666667,4.454624356881233,55.13333333333333,8.215768410484355,0.0142720686464134,0.0002935411737105,0.0171734867433139,0.0004017218368621,-0.0029014180969004,0.0003396985242472,30,gridupdate_w16_n512
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,20,0.0,0.0,0.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,32.86666666666667,4.454624356881233,55.13333333333333,8.215768410484355,0.0142720686464134,0.0002935411737105,0.0171734867433139,0.0004017218368621,-0.0029014180969004,0.0003396985242472,30,gridupdate_w16_n512
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.966666666666665,5.307660913040329,36.7,10.021184457489769,0.0166594792941202,0.0002883677043225,0.0203096414045193,0.0004533309409264,-0.003650162110399,0.0004561845063969,30,gridupdate_w16_n512
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.966666666666665,5.307660913040329,36.7,10.021184457489769,0.0166594792941202,0.0002883677043225,0.0203096414045193,0.0004533309409264,-0.003650162110399,0.0004561845063969,30,gridupdate_w16_n512
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,10,0.0,0.0,0.525,0.0762821441573411,0.0,0.0,0.05,0.1525642883146823,0.0,0.0,24.966666666666665,5.307660913040329,36.7,10.021184457489769,0.0166594792941202,0.0002883677043225,0.0203096414045193,0.0004533309409264,-0.003650162110399,0.0004561845063969,30,gridupdate_w16_n512
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,20,0.0333333333333333,0.1825741858350553,0.7583333333333333,0.0456435464587638,0.0333333333333333,0.1825741858350553,0.5166666666666667,0.0912870929175276,0.0333333333333333,0.1825741858350553,24.966666666666665,5.307660913040329,36.7,10.021184457489769,0.0166594792941202,0.0002883677043225,0.0203096414045193,0.0004533309409264,-0.003650162110399,0.0004561845063969,30,gridupdate_w16_n512
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.93333333333333,3.960436525342172,59.46666666666667,5.981196589619687,0.0233527371328269,0.0004726553994312,0.0292327294524296,0.0007471454438727,-0.0058799923196026,0.0005491393719533,30,gridupdate_w16_n512
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.93333333333333,3.960436525342172,59.46666666666667,5.981196589619687,0.0233527371328269,0.0004726553994312,0.0292327294524296,0.0007471454438727,-0.0058799923196026,0.0005491393719533,30,gridupdate_w16_n512
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,10,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.93333333333333,3.960436525342172,59.46666666666667,5.981196589619687,0.0233527371328269,0.0004726553994312,0.0292327294524296,0.0007471454438727,-0.0058799923196026,0.0005491393719533,30,gridupdate_w16_n512
core_interaction_c025,512,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,20,0.0,0.0,0.625,0.1271369069289019,0.0,0.0,0.25,0.2542738138578039,0.0,0.0,39.93333333333333,3.960436525342172,59.46666666666667,5.981196589619687,0.0233527371328269,0.0004726553994312,0.0292327294524296,0.0007471454438727,-0.0058799923196026,0.0005491393719533,30,gridupdate_w16_n512
