setting,Edge,Edge-pair,Edge-pair hybrid,Endpoint-mass,Feature,Feature+edge,Grad
clean_w16_n1024,0.0523757529785706,0.0824011621202081,0.0893525613131296,0.0824011621202081,0.102393372292723,0.0893525613131296,0.0219069453493351
clean_w16_n512,0.0086600800268819,0.0067909208926287,0.0108236693641339,0.0067909208926287,0.0177812814398765,0.0108236693641339,0.0020714936327914
clean_w16_n768,0.0516846281552051,0.0625081775593153,0.0751182023563095,0.0625081775593153,0.0997750693857783,0.0751182023563095,0.0211083481182687
gridupdate_w16_n1024,0.0186047441651241,0.0260195663465591,0.0342722990127302,0.0260195663465591,0.0507279678864022,0.0342722990127302,0.0097203673336346
gridupdate_w16_n512,-0.0029014180969004,-0.0026726748147014,-0.003650162110399,-0.0026726748147014,-0.0058799923196026,-0.003650162110399,-0.0040706693264653
gridupdate_w16_n768,0.0027385926363619,0.0009434903157292,0.0036346678258993,0.0009434903157292,0.0080928534624392,0.0036346678258993,0.000580431823367
noise005_w16_n512,0.0018791030156701,0.0008455532370453,0.0036166075967419,0.0008455532370453,0.0090141429808279,0.0036166075967419,-0.0013721314320434
noise010_w16_n1024,0.0240134114481088,0.0125968284569409,0.0311690980244687,0.0125968284569409,0.0682856346987904,0.0311690980244687,0.0118667717582254
noise010_w16_n512,-0.0010664595684191,-0.0013621609505211,-0.0003382937913426,-0.0013621609505211,0.0005951883570528,-0.0003382937913426,-0.0033936208829922
