model,function,screen_mode,dimension,samples,noise,grid,k,width_hidden,lamb,steps,opt,update_grid,interaction_method,train_mse_mean,train_mse_std,test_mse_mean,test_mse_std,effective_dim_mean,screen_contains_all_true_vars_mean,screen_true_var_recall_mean,screen_contains_all_interaction_endpoints_mean,screen_interaction_endpoint_recall_mean,screen_contains_true_interactions_mean,variable_f1_mean,variable_f1_std,variable_auroc_mean,variable_auroc_std,variable_auprc_mean,variable_auprc_std,interaction_f1_mean,interaction_f1_std,true_interaction_score_mean_mean,true_interaction_score_mean_std,max_nontrue_interaction_score_mean,max_nontrue_interaction_score_std,function_tag,c,n,d,test_mse,variable_f1,interaction_f1
KAN_tuned_fixed,core_interaction_c05,exclude_interaction,100,256,0.0,5,3,8,0.001,50,LBFGS,0,fd,0.0060249714995734,0.0104246991904175,3.434479993581772,1.0491105638104057,4.0,0.0,0.05,0.0,0.0,0.0,0.05,0.1054092553389459,0.5057291666666667,0.0560020308084288,0.0755,0.0804311299601508,0.0,0.0,0.0,0.0,95.908353805542,35.4633943154103,core_interaction_c05,0.5,256,100,3.434479993581772,0.05,0.0
KAN_tuned_fixed,core_interaction_c05,oracle_support,100,256,0.0,5,3,8,0.001,50,LBFGS,0,fd,0.0002763231415883,0.0001281907269727,0.0005223342930548,0.0002722497609738,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8,0.4216370213557839,0.5901807904243469,0.0200279467769797,0.373100954061374,0.3024954556466748,core_interaction_c05,0.5,256,100,0.0005223342930548,1.0,0.8
KAN_tuned_fixed,core_interaction_c05,random,100,256,0.0,5,3,8,0.001,50,LBFGS,0,fd,0.0045183340611401,0.0043738239256054,3.5697905302047728,1.1310333555012488,4.0,0.0,0.05,0.0,0.0,0.0,0.05,0.1054092553389459,0.5059895833333333,0.0565476734370387,0.088,0.1011928851253881,0.0,0.0,0.0,0.0,106.49231452941896,34.1062030001808,core_interaction_c05,0.5,256,100,3.5697905302047728,0.05,0.0
KAN_tuned_fixed,core_interaction_c05,raw,100,256,0.0,5,3,8,0.001,50,LBFGS,0,fd,8.304761613544542e-05,4.233252716478973e-05,0.4710545316338539,0.4688311882450704,100.0,1.0,1.0,1.0,1.0,1.0,0.475,0.0790569415042094,0.7268229166666667,0.0683336729680471,0.5255122552517909,0.0818472594917413,0.0,0.0,0.010056872293353,0.0083712174131001,2.3699748396873472,1.3382113803802325,core_interaction_c05,0.5,256,100,0.4710545316338539,0.475,0.0
KAN_tuned_fixed,core_interaction_c05,rf,100,256,0.0,5,3,8,0.001,50,LBFGS,0,fd,0.0078589231241494,0.0040042371825744,0.1432871051132679,0.0413044056629615,4.0,0.0,0.525,0.0,0.05,0.0,0.525,0.0790569415042095,0.7571614583333333,0.0409610481614351,0.5273333333333333,0.0887888325755184,0.0,0.0,0.0,0.0,12.839009952545164,5.946261719858959,core_interaction_c05,0.5,256,100,0.1432871051132679,0.525,0.0
KAN_tuned_fixed,core_interaction_c01,exclude_interaction,100,256,0.0,5,3,8,0.001,50,LBFGS,0,fd,0.0021465763973537,0.0020991158184148,3.901920807361603,1.2305575475857815,4.0,0.0,0.05,0.0,0.0,0.0,0.05,0.1054092553389459,0.5059895833333333,0.0565476734370387,0.088,0.1011928851253881,0.0,0.0,0.0,0.0,105.33596324920654,43.94044981864268,core_interaction_c01,0.1,256,100,3.901920807361603,0.05,0.0
KAN_tuned_fixed,core_interaction_c01,oracle_support,100,256,0.0,5,3,8,0.001,50,LBFGS,0,fd,0.0018312994856387,0.0005745383755338,0.0026473513920791,0.0006444858036012,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.006288097333163,0.0122174912107715,0.4018336579203606,0.2068272324581695,core_interaction_c01,0.1,256,100,0.0026473513920791,1.0,0.0
KAN_tuned_fixed,core_interaction_c01,random,100,256,0.0,5,3,8,0.001,50,LBFGS,0,fd,0.0077476861712057,0.0083597687316568,3.7452210664749135,1.203379850809411,4.0,0.0,0.05,0.0,0.0,0.0,0.05,0.1054092553389459,0.5057291666666667,0.0560020308084288,0.0755,0.0804311299601508,0.0,0.0,0.0,0.0,87.74495697021484,28.12478951905981,core_interaction_c01,0.1,256,100,3.7452210664749135,0.05,0.0
KAN_tuned_fixed,core_interaction_c01,raw,100,256,0.0,5,3,8,0.001,50,LBFGS,0,fd,7.050840049487306e-05,4.923530592530226e-05,0.5321888103149831,0.7267656924467517,100.0,1.0,1.0,1.0,1.0,1.0,0.425,0.120761472884912,0.68046875,0.0931375474447339,0.4585516805288764,0.0989318531275918,0.0,0.0,0.0316236836602911,0.0417129109544782,2.094826352596283,1.403527160300337,core_interaction_c01,0.1,256,100,0.5321888103149831,0.425,0.0
KAN_tuned_fixed,core_interaction_c01,rf,100,256,0.0,5,3,8,0.001,50,LBFGS,0,fd,0.0017971428111195,0.0001888791040403,0.0026546689448878,0.0002165966209118,4.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.7447916666666666,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.5259370654821396,0.2862008782966253,core_interaction_c01,0.1,256,100,0.0026546689448878,0.5,0.0
