dataset,c,samples,dimension,noise,method,R,top_m,width_hidden,grid,lamb,probe_steps,screen_contains_all_true_vars_mean,screen_contains_all_true_vars_std,screen_true_var_recall_mean,screen_true_var_recall_std,screen_true_var_f1_mean,screen_true_var_f1_std,screen_contains_all_interaction_endpoints_mean,screen_contains_all_interaction_endpoints_std,screen_interaction_endpoint_recall_mean,screen_interaction_endpoint_recall_std,screen_contains_true_interactions_mean,screen_contains_true_interactions_std,probe_test_mse_mean_mean,probe_test_mse_mean_std,probe_test_mse_min_mean,probe_test_mse_min_std,residual_top1_pair_mean,residual_top1_pair_std,residual_true_pair_rank_worst_mean,residual_true_pair_rank_worst_std,runtime_sec_mean,runtime_sec_std,num_outer_seeds,endpoint_successes,support_pair_successes,residual_top1_successes
breast_cancer,0.1,128,30,0.0,feature_edge_hybrid,20,4,16,5,0.001,75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.00946041226316558,0.006611989322519826,0.00060911305190525,0.0003918406626553309,0.0,0.0,333.4,48.34873317885382,341.7592395544052,6.0267761942657225,10,10,10,0
breast_cancer,0.1,128,30,0.0,feature_stability_var,20,4,16,5,0.001,75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.00946041226316558,0.006611989322519826,0.00060911305190525,0.0003918406626553309,0.0,0.0,333.4,48.34873317885382,341.75881321430205,6.026779451089943,10,10,10,0
breast_cancer,0.1,256,30,0.0,feature_edge_hybrid,20,4,16,5,0.001,75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.00030375677390106,0.00013007501113407105,5.224005799391307e-05,1.655135604516245e-05,0.0,0.0,375.9,49.196770445042645,361.9998176574707,3.7677849544594233,10,10,10,0
breast_cancer,0.1,256,30,0.0,feature_stability_var,20,4,16,5,0.001,75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.00030375677390106,0.00013007501113407105,5.224005799391307e-05,1.655135604516245e-05,0.0,0.0,375.9,49.196770445042645,361.9994027376175,3.767788776738876,10,10,10,0
breast_cancer,0.1,384,30,0.0,feature_edge_hybrid,20,4,16,5,0.001,75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.000189204126309,4.254023163455487e-05,5.6568333093309775e-05,2.145672832577214e-05,0.0,0.0,394.7,36.61830143521133,314.5629160165787,10.343034808389316,10,10,10,0
breast_cancer,0.1,384,30,0.0,feature_stability_var,20,4,16,5,0.001,75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.000189204126309,4.254023163455487e-05,5.6568333093309775e-05,2.145672832577214e-05,0.0,0.0,394.7,36.61830143521133,314.5624925136566,10.343033958223558,10,10,10,0
breast_cancer,0.25,128,30,0.0,feature_edge_hybrid,20,4,16,5,0.001,75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.009761427483501483,0.00747488839499182,0.000584487532614729,0.0001798597616351438,0.0,0.0,288.9,78.95490977626267,363.4447392702103,12.044720391976465,10,10,10,0
breast_cancer,0.25,128,30,0.0,feature_stability_var,20,4,16,5,0.001,75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.009761427483501483,0.00747488839499182,0.000584487532614729,0.0001798597616351438,0.0,0.0,288.9,78.95490977626267,363.4442782640457,12.0447158561112,10,10,10,0
breast_cancer,0.25,256,30,0.0,feature_edge_hybrid,20,4,16,5,0.001,75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0002962462226969365,8.03040018910168e-05,7.477583094441797e-05,1.9309316457471563e-05,0.0,0.0,331.9,67.68300295413087,386.6525062561035,13.778880984699997,10,10,10,0
breast_cancer,0.25,256,30,0.0,feature_stability_var,20,4,16,5,0.001,75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0002962462226969365,8.03040018910168e-05,7.477583094441797e-05,1.9309316457471563e-05,0.0,0.0,331.9,67.68300295413087,386.65204577445985,13.778868085364058,10,10,10,0
breast_cancer,0.25,384,30,0.0,feature_edge_hybrid,20,4,16,5,0.001,75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.00021725265318118067,4.635462615735568e-05,6.893667632539291e-05,1.828777138406273e-05,0.0,0.0,329.0,56.805711762893075,337.91078052520754,17.90042406879595,10,10,10,0
breast_cancer,0.25,384,30,0.0,feature_stability_var,20,4,16,5,0.001,75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.00021725265318118067,4.635462615735568e-05,6.893667632539291e-05,1.828777138406273e-05,0.0,0.0,329.0,56.805711762893075,337.91032049655917,17.900433378869447,10,10,10,0
breast_cancer,0.5,128,30,0.0,feature_edge_hybrid,20,4,16,5,0.001,75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.009376189370523206,0.00722751594490143,0.0007043250079732388,0.00026054732928436683,0.0,0.0,177.4,69.45214179562788,355.06858372688293,17.65304592471303,10,10,10,0
breast_cancer,0.5,128,30,0.0,feature_stability_var,20,4,16,5,0.001,75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.009376189370523206,0.00722751594490143,0.0007043250079732388,0.00026054732928436683,0.0,0.0,177.4,69.45214179562788,355.06812834739685,17.653041685452948,10,10,10,0
breast_cancer,0.5,256,30,0.0,feature_edge_hybrid,20,4,16,5,0.001,75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.00040888835035730154,7.416038500685198e-05,0.00014717191515956074,1.612887645079687e-05,0.0,0.0,224.9,77.72808730153828,373.26103899478915,12.980652936354678,10,10,10,0
breast_cancer,0.5,256,30,0.0,feature_stability_var,20,4,16,5,0.001,75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.00040888835035730154,7.416038500685198e-05,0.00014717191515956074,1.612887645079687e-05,0.0,0.0,224.9,77.72808730153828,373.2605916261673,12.980647962802585,10,10,10,0
breast_cancer,0.5,384,30,0.0,feature_edge_hybrid,20,4,16,5,0.001,75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.00026232068084937056,5.2187207996936745e-05,0.00011248072769376449,2.6853249768816742e-05,0.0,0.0,208.7,55.36555286858828,335.4466638326645,16.738111849576978,10,10,10,0
breast_cancer,0.5,384,30,0.0,feature_stability_var,20,4,16,5,0.001,75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.00026232068084937056,5.2187207996936745e-05,0.00011248072769376449,2.6853249768816742e-05,0.0,0.0,208.7,55.36555286858828,335.44621267318723,16.738112286593758,10,10,10,0
