probe_key,function,samples,dimension,noise,seed,probe_steps,status,error,runtime_sec,test_mse,grad_scores,feature_scores,edge_var_scores,edge_endpoint_mass,edge_pair_scores_top,top_grad_variables,top_feature_variables,top_edge_variables
core_interaction_c025__n512__d100__seed0,core_interaction_c025,512,100,0.0,0,35,ok,,5.456371307373047,0.0396746397018432,"[1.0, 0.25755460954745496, 0.006514905518065007, 0.009485023271050408, 0.015474177732322143, 0.005593729568823231, 0.005296679836456521, 0.00300090828410216, 0.010156522334829332, 0.010329065748811105, 0.009422268536314263, 0.004798061662096293, 0.009386752992341188, 0.013568102194993895, 0.014765624864439043, 0.011657897042805345, 0.0033445150004506904, 0.012266588574422475, 0.014858339997795407, 0.01353250959531852, 0.0045490169187837924, 0.007865007039808962, 0.02447533114773681, 0.012999394011125794, 0.018081428767516988, 0.015647172064858116, 0.016889308558977544, 0.01723744622196919, 0.018728234332623644, 0.009485035400188732, 0.022814503933425333, 0.004301613176538792, 0.01766103711404454, 0.010649257163623206, 0.025461658406752005, 0.01481819968472688, 0.011798480890779443, 0.004673866063696093, 0.01094643032780934, 0.012227173155738546, 0.010905003612599638, 0.017928490321940778, 0.005055013890117975, 0.005339446107972413, 0.003869888626998437, 0.00928263860939549, 0.011422616017576829, 0.003992156762623048, 0.005584003426844024, 0.025839902018023775, 0.013300109597181555, 0.007206848601230097, 0.005727877838697826, 0.010798705271276712, 0.009579563482985325, 0.007121490860485936, 0.01319392541245463, 0.007891096102867331, 0.003423488533563546, 0.003150632151282878, 0.021606525946744032, 0.012041517429748716, 0.00976304666625753, 0.0073899058377034765, 0.006952770265512717, 0.006792336012451654, 0.0038371898970316638, 0.015422624613568506, 0.014164791587499068, 0.008335522000670144, 0.010536409087604776, 0.014159476170997814, 0.008588672814045024, 0.004156132724075014, 0.0023050724610134674, 0.0036360538231454964, 0.002693214162637167, 0.011398821502098061, 0.008167112482421026, 0.01172320032354719, 0.003547695190883984, 0.003982003960366291, 0.0068740207647195115, 0.006704910610362442, 0.0018627135110769798, 0.0009394051522958581, 0.010192428151664983, 0.00592844705373698, 0.010206313161132219, 0.013074526174783246, 0.014029671559601022, 0.022505496297627617, 0.007038551099140803, 0.0009564774495973514, 0.003233411736654249, 0.011433048503493786, 0.0020371351578023157, 0.00808106908862214, 0.00965801903054383, 0.010327343411168954]","[1.0, 0.4286749289932875, 0.013717079763482895, 0.014904508497172026, 0.0211930709934013, 0.012963266070281563, 0.008722224395385293, 0.00618559648504063, 0.014617035035524462, 0.014523403397377467, 0.013046597544571891, 0.00918393884520891, 0.01429613153846737, 0.01708735654376256, 0.029057040518366103, 0.027108251827649827, 0.007849382039469189, 0.011263828583827669, 0.03363103929891606, 0.02650543081411232, 0.008469938265495622, 0.013158054426554973, 0.029475096023679564, 0.024504899615683428, 0.019685796029170418, 0.022512874694482717, 0.024553722604202494, 0.029274275085695207, 0.023073071883276914, 0.01593156973626712, 0.022337424301258145, 0.0056039256163205155, 0.021548216252345553, 0.01690082122146274, 0.01982390315281574, 0.015943864070390886, 0.02264516781519576, 0.010443846183521316, 0.016231032292069993, 0.023279658679088114, 0.016909288982606567, 0.018305219724401085, 0.010841849252421291, 0.012162603337883982, 0.00680075660764996, 0.014676339213496628, 0.01313757831321366, 0.011482369809318268, 0.01603487083738959, 0.03114689821961403, 0.01621903068018727, 0.015790170450312186, 0.01955563862533445, 0.01820103949365338, 0.023398124525520356, 0.010942787391769033, 0.020088460507178565, 0.013786833355138573, 0.006727623711043831, 0.011178067707517112, 0.03136142703201771, 0.01780644606112028, 0.02043791886626889, 0.0089043929566222, 0.01585303544028229, 0.013334256846326432, 0.006204733201548753, 0.033730795957376436, 0.023197188039282956, 0.019558827757118435, 0.013265152250692011, 0.019903748921472605, 0.01010843849200101, 0.005981731813490699, 0.009204096237952247, 0.013085726034660655, 0.009313979737889727, 0.021809738539261787, 0.014957315974616853, 0.02620765718860809, 0.011467300391317254, 0.008172095311039566, 0.021833487556870538, 0.011241336153470758, 0.004165454340815088, 0.0011992204329121605, 0.018031963512388345, 0.008430976357471661, 0.010935636880709894, 0.014367066611010412, 0.015571159328592548, 0.031776717082475016, 0.010702254445018043, 0.0044241500285912595, 0.009930975633369275, 0.01595243871366878, 0.0065847815162790235, 0.011005431877156246, 0.022731172305739816, 0.010666399822098828]","[1.0, 0.434551081699159, 0.012969405806356814, 0.011225663668046629, 0.02147225335860292, 0.011185720169612216, 0.008035840049142436, 0.004805988553262114, 0.015038635651952377, 0.011477804894876553, 0.012988662497435815, 0.007511666407782414, 0.012917227376260809, 0.016972002629383538, 0.028188056088287183, 0.024131560475122747, 0.008033151321441183, 0.011180877174588892, 0.03303525555819397, 0.017647557647175374, 0.006624882879029076, 0.010178388669552079, 0.029465760786727312, 0.023817809759325632, 0.020037603748098567, 0.02104322829335667, 0.024056835373839167, 0.025553674818840487, 0.023562228183807054, 0.016106933668248693, 0.022627857939731554, 0.005722362716849367, 0.022005757106897766, 0.01533059670908985, 0.019970309077493358, 0.016433534123916294, 0.023274813070507803, 0.010017890319335305, 0.014532384732467991, 0.023339232242654048, 0.01622135192905819, 0.01858969202577363, 0.010799503535942591, 0.01228350383812834, 0.006745863927021073, 0.015025707806707693, 0.013122524727752048, 0.011653420957849818, 0.013027889896416038, 0.02868057997799083, 0.01643012725748427, 0.01406527859045299, 0.020148207653777946, 0.01812534582787018, 0.020228874159105133, 0.010844039591515055, 0.020729683235120068, 0.014183883366417837, 0.00475667790880805, 0.011272409957780992, 0.03116649056076236, 0.017416335578880355, 0.013763786942651858, 0.008382054494681403, 0.01370531744699953, 0.01373564720917325, 0.005649901577068489, 0.02681942300533724, 0.022751071631149086, 0.019646938883972676, 0.012638847431867248, 0.019389034329974044, 0.01008561214072616, 0.0038417638203801993, 0.009246571952355294, 0.01330803664988653, 0.009157828473745017, 0.019882328819210548, 0.014947127778395942, 0.023748183838715776, 0.00983011695599479, 0.008148846060065518, 0.02165487269367138, 0.010817886211599936, 0.003818228540416086, 0.001047494365967602, 0.018542552394631606, 0.008105293536847396, 0.011087970000389632, 0.014308917406599923, 0.015997606012969248, 0.02973472513859224, 0.008351456536703564, 0.0033256481561830076, 0.010241680659547526, 0.015939164735472553, 0.0065560882958278065, 0.010325821084983592, 0.019158453187654877, 0.010912945155216206]","[1.0, 0.57556150012883, 0.016652203542173744, 0.014330097698304563, 0.03248001892747216, 0.009257289991113594, 0.011764645345839904, 0.006590704198271746, 0.023782189575335465, 0.006304321804139416, 0.018981627309830988, 0.008701860931613018, 0.019254489834403216, 0.02440973517498738, 0.04226528300493884, 0.03550176809223994, 0.012784034927763746, 0.01721106422730071, 0.046141571400771034, 0.014502568263545979, 0.004994239767863989, 0.013786800142697982, 0.04595049239542921, 0.03386008312772822, 0.03123730109688299, 0.03187843067138769, 0.03582295160073519, 0.03574216344574535, 0.036807349174661566, 0.024463457462083463, 0.03425513429476854, 0.009086676052296315, 0.03474132993374542, 0.017129285317562706, 0.030650791681682357, 0.026094226757447735, 0.03676949294561883, 0.015394435574782464, 0.021496826636284345, 0.03463513642047101, 0.024895284963583737, 0.02830350021865104, 0.01666132359915642, 0.018878289247881076, 0.010311917240857704, 0.023786378526811383, 0.020577178860598733, 0.018351903137764716, 0.017625787874334095, 0.03882668872413181, 0.025468692680314993, 0.0208650105654827, 0.03185999173312983, 0.028097948273973727, 0.01914217009312648, 0.016566849544508523, 0.03287294756288001, 0.02242391623456178, 0.005243011862115007, 0.0175601921478617, 0.04687046295177545, 0.025834712642996718, 0.011750204884009526, 0.012844380959277407, 0.01839024957409992, 0.021813015777155838, 0.008288604896698392, 0.026651795866877052, 0.03316209813678811, 0.030299115226147078, 0.019294172680425267, 0.026657246195301864, 0.0147650646638539, 0.0036331007559755758, 0.014203161097670032, 0.02073288710680548, 0.013828401940175778, 0.02127038038028896, 0.023291936290165287, 0.02456899854650281, 0.012558039941688625, 0.01278468276285447, 0.03178567100962989, 0.01667776429627362, 0.004670496834186978, 0.0010196323508154278, 0.029321029908512063, 0.012111532523446912, 0.01700200272072461, 0.02074958336280126, 0.02539613953054808, 0.039435424617135784, 0.011383117415520127, 0.004144675486554651, 0.016286763979490988, 0.024913157356364183, 0.010323404101145892, 0.015730682339914915, 0.02074959133755911, 0.017293823523685383]","[[0, 1, 1.0], [0, 60, 0.06935522824301456], [0, 22, 0.06808494863999394], [0, 18, 0.06805030466606012], [0, 14, 0.062488501235595], [0, 91, 0.057972379785769974], [0, 49, 0.05714140026356374], [0, 28, 0.05440003614453466], [0, 36, 0.05436427305593035], [0, 26, 0.05285379656918194], [0, 27, 0.05269743434586331], [0, 15, 0.05243996173135737], [0, 32, 0.05134446541821178], [0, 39, 0.05105791561017984], [0, 30, 0.050531537640560724], [0, 23, 0.04983418818458597], [0, 68, 0.04884788030823216], [0, 56, 0.04856283713285347], [0, 4, 0.047890226928269296], [0, 25, 0.04706217083364031], [0, 52, 0.04704968018718], [0, 82, 0.04681088398116505], [0, 24, 0.046101701696904855], [0, 34, 0.04520644506895979], [0, 69, 0.04469563110041882], [0, 86, 0.04327475436202991], [0, 41, 0.04170026738570537], [0, 53, 0.04144101679986887], [0, 71, 0.03909905224519584], [0, 67, 0.038633534937930404], [0, 35, 0.03848756687113274], [0, 61, 0.0380181983180813], [0, 50, 0.037529301420505236], [0, 90, 0.03745163274185943], [0, 95, 0.03672533566177912], [0, 40, 0.036695587518953944], [0, 29, 0.036007484306107056], [0, 13, 0.03584889207102613], [0, 79, 0.035557991913450604], [0, 45, 0.03506279552753624], [0, 8, 0.035052293028844994], [0, 78, 0.034319094806209226], [0, 57, 0.0330389270044768], [0, 65, 0.03213962265999504], [0, 38, 0.03164842023805963], [0, 77, 0.030804253644059056], [0, 51, 0.03072010140720509], [0, 75, 0.030520549926303143], [1, 60, 0.030470228412994807], [0, 89, 0.0304560382067952], [0, 46, 0.030307516639022408], [0, 98, 0.03011782303741412], [1, 22, 0.029919723424715113], [1, 18, 0.029880530376445766], [0, 70, 0.02839785406226024], [0, 12, 0.0283335636003629], [0, 10, 0.027858364677090724], [0, 43, 0.02776425849848734], [0, 54, 0.027548206795060405], [1, 14, 0.02745311323286021], [0, 47, 0.027012654697830193], [0, 64, 0.026952346111719688], [0, 48, 0.025872949151935068], [0, 59, 0.025833099249688147], [0, 99, 0.02545356980787556], [1, 91, 0.025445436474319162], [0, 17, 0.025310891809029543], [1, 49, 0.0250852244864706], [0, 88, 0.024989206903944742], [0, 33, 0.024838117835965057], [0, 83, 0.024537821886283354], [0, 42, 0.02450026001053787], [0, 55, 0.024352186423064356], [0, 2, 0.02429618428526908], [0, 94, 0.02396616304018773], [1, 28, 0.023905518562789923], [1, 36, 0.023891556164928104], [1, 26, 0.023218695443150535], [1, 27, 0.023141208309815524], [0, 97, 0.023136136510533905], [1, 15, 0.02303652804080289], [0, 37, 0.02264060041622311], [1, 32, 0.022564361141197486], [1, 39, 0.022428771507884866], [1, 30, 0.022200617304929532], [1, 23, 0.021884601549814385], [0, 72, 0.021649668250548888], [1, 68, 0.02145538148514965], [1, 56, 0.02134237094160506], [1, 4, 0.021039992166078752], [0, 3, 0.02099906169564035], [0, 74, 0.020864413414952144], [0, 19, 0.020840540053881227], [1, 25, 0.020677559189520533], [1, 52, 0.020676946838075572], [1, 82, 0.0205615344835539], [0, 76, 0.020305048829471293], [1, 24, 0.02025845703650089], [0, 21, 0.020243147290066266], [1, 34, 0.01986299414215276], [1, 69, 0.01963924662760946], [1, 86, 0.019017925465344587], [0, 63, 0.01887974464043407], [0, 16, 0.018797282697782608], [0, 81, 0.01879565929709176], [0, 80, 0.01833773391231689], [1, 41, 0.01832121177259872], [1, 53, 0.018209869167142397], [0, 87, 0.01777535945678827], [0, 6, 0.01726196391501498], [1, 71, 0.017165489684105445], [1, 35, 0.016914474643801327], [1, 67, 0.016912845112575896], [0, 62, 0.016901760665024947], [0, 92, 0.01670445542519376], [1, 61, 0.016700668081295385], [1, 50, 0.016490737487361826], [1, 90, 0.016459175225158756], [1, 95, 0.01613851546185911], [1, 40, 0.016123840026919516]]","[0, 1, 49, 34, 22, 30, 91, 60, 28, 24, 41, 32]","[0, 1, 67, 18, 91, 60, 49, 22, 27, 14, 15, 19]","[0, 1, 18, 60, 91, 22, 49, 14, 67, 27, 15, 26]"
core_interaction_c025__n512__d100__seed1,core_interaction_c025,512,100,0.0,1,35,ok,,4.5315022468566895,0.0342179797589778,"[1.0, 0.23130654051029104, 0.003973503853414109, 0.003758510482166589, 0.008391220354528462, 0.003410876028149479, 0.0011067818268738713, 0.0018996395670507129, 0.004694211358686635, 0.003366515833276402, 0.00896135423838723, 0.01483368375321724, 0.005422742860061552, 0.008391481466101981, 0.00896288278409998, 0.0036059911119749547, 0.017608590534515273, 0.009702487430275873, 0.010047799214125233, 0.006798371421076735, 0.011535903563551778, 0.017942433549967416, 0.003717947914159612, 0.009584297398503529, 0.001799293418271197, 0.004255719428188039, 0.007999589679346816, 0.009711582457095642, 0.010792147027562241, 0.004298432390269494, 0.00814743205931525, 0.007261647371590766, 0.00877998887282021, 0.0019470665641102888, 0.003591245501227417, 0.014855979660470134, 0.0033565338902854227, 0.020549446308808252, 0.03049684776325755, 0.00640452381512488, 0.027864011573316607, 0.010860412958067098, 0.012832910206943769, 0.017813676052281655, 0.017548106160490663, 0.009340506226027799, 0.00275806004959664, 0.00726538565491743, 0.003911358579600918, 0.013878634005578483, 0.0038482580546317113, 0.0049696693227789515, 0.003983064277446184, 0.005587817165250992, 0.0041656344966926676, 0.007306356434544165, 0.009455485952145555, 0.0066855942394166, 0.01615829629183931, 0.003015568571127495, 0.007122876281026327, 0.013401073165977627, 0.0017287690165185253, 0.00473619061882597, 0.005907729194906039, 0.010153843601492973, 0.010893757553389562, 0.005126983291299214, 0.007823463808825287, 0.004357222056670931, 0.007857164465384368, 0.00959320684189088, 0.017208909998123564, 0.012976226652971204, 0.018493017873646836, 0.0013727183898070143, 0.018101045523541165, 0.022046789548180474, 0.00824921162431551, 0.011562792301099216, 0.002554418557956538, 0.0022108031001905164, 0.005336749036209129, 0.005157062193663614, 0.009831377282037467, 0.016110483381944492, 0.00906963210078466, 0.011166153750504787, 0.013161612992907294, 0.009412896712352377, 0.019403162185165333, 0.010885212803026383, 0.004407843534441246, 0.0031324318252211715, 0.011603532180408872, 0.014826280556758123, 0.013401883115376477, 0.0120248101685772, 0.009531375189692163, 0.005626452327028645]","[1.0, 0.3742111378114564, 0.007917194172603509, 0.009820209772756943, 0.005445752602063082, 0.005988320612017508, 0.0021317042726056302, 0.003132518437274961, 0.012827347714133411, 0.00566641317452907, 0.01881144388767894, 0.016714282520036407, 0.009652633322034766, 0.013104038748068788, 0.010407934268346467, 0.007559937416068062, 0.01930503418056825, 0.009170140908778468, 0.012499693112137451, 0.0065783697426198716, 0.012786344035775131, 0.02691524948747024, 0.006275480162191911, 0.012225873633157861, 0.004992191983482102, 0.009006384788464989, 0.017507392123095718, 0.013568940522039934, 0.01904222067704674, 0.007204846264281981, 0.0077419500304242465, 0.01478635998745663, 0.012545808284460015, 0.002828857357339348, 0.004687305289292142, 0.02037225969862235, 0.006648403426977657, 0.02979567409715645, 0.026954263710747762, 0.004301810524499937, 0.023026360366318076, 0.018032119910858572, 0.020368691654184038, 0.016613795215989085, 0.018079441550732375, 0.01891571187719676, 0.0028573503546304594, 0.013037880356420393, 0.007438462171837943, 0.026401970076634963, 0.006909520757858982, 0.013410024688272572, 0.006111086118781886, 0.007518251664568416, 0.006658931861134651, 0.021767447967964815, 0.014358589302198342, 0.008594134195492044, 0.027081842923929234, 0.005391635008862013, 0.011262762930996702, 0.020402393455742292, 0.007463125377996465, 0.0055677932371732625, 0.012190708572971366, 0.0196966504842276, 0.01778916131320643, 0.005457720868293922, 0.00928328305730461, 0.005760154982443203, 0.011760178059401322, 0.013242920372723545, 0.017696049769707598, 0.015150702375674627, 0.017351374874923824, 0.0024000345044313527, 0.025772875187008777, 0.022650061425146435, 0.0109686245201665, 0.01537758314884261, 0.004478046240644948, 0.0048532576490799605, 0.008093149220606465, 0.00834949609409419, 0.015353619585741246, 0.023591354796997158, 0.009860811595605253, 0.01191274529692819, 0.021583508068999144, 0.016037424490088246, 0.027812767639373726, 0.011003896801890409, 0.0067533435784022915, 0.0041110836824202295, 0.012632474822436809, 0.01818476193315523, 0.014654426138222034, 0.014930251290666191, 0.019125952588575152, 0.016690704594061207]","[1.0, 0.22609432060763354, 0.0030444512965421594, 0.0039738825905796, 0.008358228356321619, 0.005594113027068152, 0.0008479838856867422, 0.0018467321815599372, 0.0059103648416661565, 0.002048674447659626, 0.006796290562756125, 0.015444795648316674, 0.004746348228938306, 0.004994827098494726, 0.003972640952434702, 0.0029051645246198163, 0.007354231479961771, 0.003961890015539785, 0.004840324544125216, 0.007754260224643357, 0.008799313324172066, 0.013600995375014446, 0.002389747493327938, 0.004719313869876586, 0.0020055277479111805, 0.0034412441603601488, 0.006379558541551969, 0.005128854387554477, 0.007365303617422796, 0.0029200381284801118, 0.002963403715058805, 0.007767409984427839, 0.01152212836781535, 0.003758019194099581, 0.0060804030358105506, 0.010383721398514813, 0.004658410655262803, 0.012649787029576899, 0.026615293539327387, 0.007013203623010358, 0.016823598758113296, 0.006538671765423491, 0.009939922262309494, 0.006333404368765181, 0.006844358248239039, 0.010924435383374953, 0.001475824430121096, 0.0055281024314912264, 0.002891337422937758, 0.010325278815187723, 0.002666943840237553, 0.005907821475206296, 0.0024330214128234274, 0.005268152654370874, 0.0026292760296600347, 0.012987104075486507, 0.005473284393651718, 0.005533095856390955, 0.019425289306702353, 0.006102028194338008, 0.004649898915037919, 0.008168345684888731, 0.0032609380811190933, 0.00818054048653342, 0.005109827047919308, 0.01207721283706426, 0.01109474074246448, 0.004455714952512348, 0.013378559688625858, 0.003450974199644424, 0.004657406162090753, 0.008153621739359166, 0.0067332594141296595, 0.005845111099640809, 0.008277177729711588, 0.0014408024540282915, 0.024814914132981966, 0.00858221736459886, 0.0041802522006449344, 0.010710319722167209, 0.0017154136653436173, 0.0018010096348067815, 0.0030819467162242244, 0.0040732348381246316, 0.01114721116952454, 0.0088718535924282, 0.004258677910235836, 0.004551344310844117, 0.008798402448228845, 0.01234085228438941, 0.011827814152705162, 0.009583344011162728, 0.0036027319580006234, 0.0026828302582295456, 0.0048552709765892, 0.007318793221217652, 0.005692043205104659, 0.010702885559270677, 0.014917697741482803, 0.008188309257889307]","[1.0, 0.44956442850039563, 0.005044491428653535, 0.006791710596781475, 0.024334992227441496, 0.014851745058129362, 0.001302382786684343, 0.0038205073067389453, 0.01101068400685222, 0.002171765813989127, 0.006649525930289588, 0.040619417574320034, 0.009361545678444343, 0.008192520425977113, 0.006562013463524696, 0.003835408432568339, 0.01205206602154, 0.007337917016487985, 0.007760385166378106, 0.021623789889509984, 0.021165187141554118, 0.027996869806558477, 0.003916137120485261, 0.007874679279116056, 0.003484037489690397, 0.00536112784217792, 0.007111970178337135, 0.007762041762733436, 0.012282664903993606, 0.00495029501036159, 0.004920356940910936, 0.013814713748353975, 0.030307736219441987, 0.01074852119294135, 0.017235281882903724, 0.021436234156959416, 0.009347719948350803, 0.017663756745791282, 0.0705516323564667, 0.0206360235517144, 0.04119507870330224, 0.0070012900771648946, 0.02005231959130431, 0.010415476208944698, 0.010741639043331199, 0.021596725966622717, 0.002997457147585681, 0.01004849196682746, 0.0048757347476488634, 0.015700599823425407, 0.004467865094217522, 0.010244898806244766, 0.004191559800117089, 0.012780895088313374, 0.004315483063023359, 0.02930909120083389, 0.009015646252615908, 0.012978191998394159, 0.04693554988331609, 0.016066093243243557, 0.007528205129124997, 0.014075412355870929, 0.006098620004393248, 0.023700143799054628, 0.009215054533628187, 0.027293690705621466, 0.024931124473071404, 0.011394008379353273, 0.038090509040269324, 0.007267176279751944, 0.00797504889094682, 0.018717815300456443, 0.010821029480931924, 0.009230406876364663, 0.016342487814693454, 0.0032678558855073706, 0.0656275387567457, 0.01183937136118342, 0.006743558979709978, 0.025416805646955445, 0.0027927108612290793, 0.002395459476072778, 0.0047049321160517795, 0.008236439714394736, 0.02732789955980181, 0.013027945454930622, 0.0075856453238694966, 0.007498467975892792, 0.0121303317937681, 0.029162682376965884, 0.021456390394034512, 0.024874256637581933, 0.007678154079782894, 0.006331807656193388, 0.008071137351804085, 0.012623754825130767, 0.009514475304653965, 0.026128955102085398, 0.03740789538670945, 0.01627178988342967]","[[0, 1, 1.0], [0, 38, 0.16626648110984588], [0, 76, 0.15328211129606867], [0, 58, 0.10036729799744623], [0, 68, 0.0954764245603034], [0, 11, 0.09348375550568101], [0, 40, 0.08823281639014798], [0, 98, 0.08189301154262214], [0, 32, 0.06951643874594132], [0, 89, 0.06637826965625918], [0, 4, 0.06074516574698066], [0, 63, 0.05879702890928879], [0, 84, 0.05819596604518944], [0, 55, 0.05684869324830109], [0, 91, 0.05621453928138307], [0, 97, 0.05534747405513154], [0, 65, 0.054255827369154894], [0, 79, 0.05394596641226274], [0, 19, 0.052047264607223226], [0, 39, 0.051736928443769654], [0, 66, 0.050543777614243064], [0, 21, 0.04790980807374254], [0, 45, 0.04489009750887845], [0, 20, 0.04405334521838061], [0, 34, 0.042124418238889266], [0, 59, 0.03997850468935477], [0, 35, 0.03702856155864528], [0, 71, 0.0368884677624575], [0, 5, 0.03404909934562099], [0, 42, 0.03304259981169089], [0, 90, 0.02922499065711334], [0, 37, 0.028705549612758643], [0, 31, 0.02782863763477255], [0, 99, 0.027321203288173425], [0, 53, 0.026760884915960417], [1, 38, 0.02670926955597653], [0, 74, 0.02635950558558786], [0, 33, 0.026242460541346508], [0, 57, 0.02613949472255085], [0, 67, 0.025180706375443573], [1, 76, 0.02503272549088064], [0, 36, 0.022787766865549255], [1, 58, 0.019434313568957737], [0, 49, 0.01875723875804997], [0, 88, 0.01771022416515663], [0, 8, 0.01740792726402033], [1, 40, 0.0169950453012439], [0, 61, 0.01680616659802455], [0, 12, 0.015850726944139314], [0, 51, 0.015568500962701376], [1, 11, 0.015551557930222566], [0, 95, 0.015298442209741718], [1, 98, 0.015076118281363775], [0, 69, 0.014914471674289413], [1, 21, 0.013814412605352638], [0, 92, 0.013738772372693445], [0, 85, 0.01361679264425978], [0, 47, 0.013540856915598878], [0, 83, 0.013526092561019993], [0, 28, 0.013334900915352384], [0, 77, 0.013246893732934749], [1, 55, 0.013158098200891907], [1, 68, 0.013153581048064791], [0, 93, 0.012829377990278727], [0, 16, 0.012484567465090336], [0, 64, 0.012131008254862465], [1, 90, 0.012044920584681075], [1, 65, 0.01197889314841519], [1, 32, 0.01158831729261308], [0, 72, 0.011273653880029936], [1, 84, 0.011269682309325605], [1, 89, 0.011192172275817718], [0, 44, 0.01111154945585941], [1, 97, 0.01082536050487555], [0, 86, 0.010818632232023992], [0, 43, 0.010793106668695915], [1, 66, 0.010732315737808905], [1, 79, 0.010493244216925901], [1, 35, 0.010467446875805716], [0, 96, 0.01046032016093526], [0, 73, 0.010239625300520005], [0, 60, 0.010218697233124227], [0, 17, 0.010199923120760035], [1, 42, 0.010099915697082896], [1, 91, 0.009640791899826058], [0, 56, 0.009323024968663385], [1, 49, 0.009244555707167812], [0, 70, 0.009222572457261711], [1, 45, 0.009017066064744079], [1, 20, 0.008896728083441935], [1, 37, 0.008828857576781115], [0, 18, 0.008644410131623545], [0, 62, 0.00863491351114729], [0, 94, 0.008564145103854892], [0, 13, 0.0084869305593459], [0, 23, 0.008470663370635068], [0, 3, 0.008400657990815324], [1, 4, 0.00837970295601675], [1, 61, 0.008321308554488165], [1, 74, 0.008320580848460086], [1, 71, 0.00825205238952512], [1, 63, 0.008224129512262805], [0, 27, 0.008132898943949113], [1, 99, 0.008068128074788695], [1, 85, 0.008040312819514632], [0, 7, 0.00782269022781456], [0, 87, 0.007817245217530987], [1, 19, 0.0077836613650918915], [1, 28, 0.007512726119729004], [1, 16, 0.007488779194716729], [1, 95, 0.007404971778919539], [0, 26, 0.007379617593404006], [0, 41, 0.007210468476619993], [1, 77, 0.0070956092389444754], [1, 39, 0.007048844882359381], [0, 78, 0.007043875665711317], [0, 10, 0.007038752961413798], [0, 14, 0.0068033870173555494], [1, 72, 0.00669408574238005], [1, 44, 0.0066536967762987394]]","[0, 1, 38, 40, 77, 37, 90, 74, 76, 21, 43, 16]","[0, 1, 37, 90, 58, 38, 21, 49, 76, 85, 40, 77]","[0, 1, 38, 76, 58, 40, 11, 98, 21, 68, 55, 37]"
