wave,method,function,samples,dimension,top_m,train_mse_mean,train_mse_std,test_mse_mean,test_mse_std,screen_contains_all_true_vars_mean,screen_true_var_recall_mean,screen_contains_all_interaction_endpoints_mean,screen_interaction_endpoint_recall_mean,screen_contains_true_interactions_mean,explain_contains_all_interaction_endpoints_mean,explain_interaction_endpoint_recall_mean,variable_f1_mean,variable_f1_std,variable_auroc_mean,variable_auprc_mean,interaction_f1_mean,interaction_f1_std,true_interaction_best_rank_mean,true_interaction_rank_mean_mean,true_interaction_rank_mean_std,true_interaction_mean_score_margin_mean,true_interaction_mean_score_margin_std,true_interaction_beats_all_false_mean,runtime_sec_mean,runtime_sec_std,num_runs
exploit,edge_pair_endpoint,core_interaction_c05,1024,100,5,0.0007267592241987586,0.0010503149710646487,0.0008417284640017897,0.0011845352886280013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.26062195301055907,0.2005107397438871,1.0,8.62087435722351,0.9044725427271473,5
exploit,edge_pair_endpoint,core_interaction_c1,512,100,5,0.00039043631695676593,0.0004212145898185478,0.000550135289086029,0.0006110029517598147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.8865907110273838,0.25294040717992416,1.0,9.052400827407837,0.42878389391212013,5
exploit,feature_stability_var,core_interaction_c025,1024,100,5,0.00022978745109867305,7.630142022429071e-05,0.0002576511527877301,8.130024077844233e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8,0.4472135954999579,1.2,1.2,0.4472135954999579,0.034851844608783725,0.25523111801621806,0.8,9.28109860420227,0.2000504562644556,5
exploit,feature_stability_var,core_interaction_c025,1024,100,6,0.00024947570636868477,3.620525820874543e-05,0.00028221146785654125,4.7404839497706826e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6,0.5477225575051661,1.4,1.4,0.5477225575051662,0.06866333931684494,0.13746861941720684,0.6,9.318985414505004,0.642899136071159,5
exploit,feature_stability_var,core_interaction_c025,2048,100,6,0.005001164533314295,0.006521973351974296,0.005053397355368361,0.006557139490096896,1.0,1.0,1.0,1.0,1.0,0.6,0.8,0.9,0.13693063937629155,0.9989583333333332,0.9800000000000001,0.6,0.5477225575051662,5.4,5.4,6.06630035524124,-0.1161814333871007,0.33115438486978965,0.6,8.679898071289063,0.8951998769110838,5
exploit,feature_stability_var,core_interaction_c05,512,100,5,0.00045627111685462294,0.00047899413645880834,0.0005975494568701833,0.000670638275858996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6,0.5477225575051661,1.4,1.4,0.5477225575051662,0.19897567257285118,0.3279412452819986,0.6,9.556591367721557,0.5213406061727928,5
exploit,feature_stability_var,core_interaction_c05,1024,100,5,0.0007158356922445819,0.0010589552647212958,0.0008226205536630005,0.0011860802317730044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2673247128725052,0.21064050384580432,1.0,8.593407726287841,1.3294266526236105,5
exploit,feature_stability_var,core_interaction_c1,512,100,5,0.000388919044053182,0.000429663564396649,0.0005430094432085752,0.0006115585127082917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.8730982862412929,0.252272428410802,1.0,8.79701895713806,1.1551432292989048,5
exploit,grad_stability_var,core_interaction_c025,1024,100,5,0.0027528850972885267,0.004425012150689122,0.0033466826629592107,0.005554452960837145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5477225575051661,2.4,2.4,2.073644135332772,-0.11908483281731605,0.2767608685424287,0.4,9.172916889190674,0.48663579863910417,5
exploit,grad_stability_var,core_interaction_c025,1024,100,6,0.0003118082182481885,0.00010487957115320674,0.0003630978346336633,0.00011725306451549608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8,0.4472135954999579,1.2,1.2,0.4472135954999579,0.029455137252807618,0.28516198525576064,0.8,9.190718269348144,0.44850995643656477,5
exploit,grad_stability_var,core_interaction_c025,2048,100,6,0.004891268952633254,0.006464886420162396,0.004937886242987588,0.006509480940519593,1.0,1.0,1.0,1.0,1.0,0.6,0.8,0.9,0.13693063937629155,0.9984375,0.9675,0.6,0.5477225575051662,5.2,5.2,5.848076606885378,-0.1725179634988308,0.33235671189552524,0.6,8.954935646057129,0.7595224807047111,5
exploit,grad_stability_var,core_interaction_c05,512,100,5,0.0004023451590910554,0.0005169840560752856,0.0005382321920478717,0.0007151159891738739,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8,0.4472135954999579,1.2,1.2,0.4472135954999579,0.3579842269420624,0.3433236009604901,0.8,9.051539134979247,0.3637126147586125,5
exploit,grad_stability_var,core_interaction_c05,1024,100,5,0.0006587990850675851,0.0011292489663269432,0.0007353736029472202,0.0012461299180005513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8,0.4472135954999579,1.2,1.2,0.4472135954999579,0.3588845685124397,0.29752865539659035,0.8,9.403276252746583,0.31785324145480887,5
exploit,grad_stability_var,core_interaction_c1,512,100,5,0.0001952294900547713,5.792363451261343e-05,0.00029497300856746734,0.00011548220201828047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.8745244592428207,0.2078501039557152,1.0,9.63546051979065,0.36992416714549053,5
