model,function,screen_mode,seed,samples,test_samples,dimension,noise,top_m,selected_screen_features,screen_score_type,screen_scores,true_variables,true_interactions,num_true_variables,num_true_interactions,formula,grid,k,width_hidden,lamb,steps,opt,update_grid,grid_update_num,effective_dim,screen_contains_all_true_vars,screen_true_var_recall,screen_contains_all_interaction_endpoints,screen_interaction_endpoint_recall,screen_contains_true_interactions,status,error,traceback,train_mse,test_mse,variable_method,interaction_method,importance_scores,selected_variables,variable_precision,variable_recall,variable_f1,variable_auroc,variable_auprc,selected_interactions,interaction_precision,interaction_recall,interaction_f1,true_interaction_score_mean,max_nontrue_interaction_score
KAN_tuned_fixed,core_interaction,raw,0,1024,4096,5,0.0,4,"[0, 1, 2, 3, 4]",none,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,5,1,1.0,1,1.0,1,ok,,,0.00021181479678489268,0.0002444889978505671,grad,fd,"[4.749876976013184, 1.2508103847503662, 0.6182259917259216, 0.5465525388717651, 0.005241910461336374]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1431227922439575,0.14324265718460083
KAN_tuned_fixed,core_interaction,raw,1,1024,4096,5,0.0,4,"[0, 1, 2, 3, 4]",none,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,5,1,1.0,1,1.0,1,ok,,,0.0001671942009124905,0.00019496811728458852,grad,fd,"[4.53333854675293, 1.1540124416351318, 0.5606299638748169, 0.5661990642547607, 0.0007636691443622112]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.0884157419204712,0.409830242395401
KAN_tuned_fixed,core_interaction,raw,2,1024,4096,5,0.0,4,"[0, 1, 2, 3, 4]",none,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,5,1,1.0,1,1.0,1,ok,,,0.00016820183373056352,0.00018640221969690174,grad,fd,"[4.693620204925537, 1.1912262439727783, 0.6295612454414368, 0.5339195728302002, 0.007272984832525253]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.117070198059082,0.4154481589794159
KAN_tuned_fixed,core_interaction,raw,3,1024,4096,5,0.0,4,"[0, 1, 2, 3, 4]",none,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,5,1,1.0,1,1.0,1,ok,,,0.00013898895122110844,0.00018508260836824775,grad,fd,"[4.834197044372559, 1.2077642679214478, 0.5590305328369141, 0.5835893154144287, 0.013588547706604004]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1898611783981323,0.15848781168460846
KAN_tuned_fixed,core_interaction,raw,4,1024,4096,5,0.0,4,"[0, 1, 2, 3, 4]",none,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,5,1,1.0,1,1.0,1,ok,,,0.00020308990497142076,0.00023532826162409037,grad,fd,"[4.929793357849121, 1.2191417217254639, 0.5651388168334961, 0.6171872615814209, 0.005135867744684219]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1446363925933838,0.2818179130554199
KAN_tuned_fixed,core_interaction,raw,5,1024,4096,5,0.0,4,"[0, 1, 2, 3, 4]",none,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,5,1,1.0,1,1.0,1,ok,,,0.0001380699686706066,0.00017434879555366933,grad,fd,"[4.722745895385742, 1.1675291061401367, 0.5931920409202576, 0.6238719820976257, 0.0012692848686128855]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1688196659088135,0.18103748559951782
KAN_tuned_fixed,core_interaction,raw,6,1024,4096,5,0.0,4,"[0, 1, 2, 3, 4]",none,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,5,1,1.0,1,1.0,1,ok,,,0.00024248554836958647,0.00035233909147791564,grad,fd,"[4.945013046264648, 1.2347602844238281, 0.5731930136680603, 0.5888903737068176, 0.0018965627532452345]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1460802555084229,0.32231736183166504
KAN_tuned_fixed,core_interaction,raw,7,1024,4096,5,0.0,4,"[0, 1, 2, 3, 4]",none,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,5,1,1.0,1,1.0,1,ok,,,0.00015595799777656794,0.00019716148381121457,grad,fd,"[4.977208137512207, 1.2292797565460205, 0.5960095524787903, 0.578166127204895, 0.014731932431459427]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1757644414901733,0.15321071445941925
KAN_tuned_fixed,core_interaction,raw,8,1024,4096,5,0.0,4,"[0, 1, 2, 3, 4]",none,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,5,1,1.0,1,1.0,1,ok,,,0.00015628925757482648,0.0002207746874773875,grad,fd,"[4.889721870422363, 1.187023639678955, 0.5914192199707031, 0.5934617519378662, 0.001305494806729257]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1488487720489502,0.27511441707611084
KAN_tuned_fixed,core_interaction,raw,9,1024,4096,5,0.0,4,"[0, 1, 2, 3, 4]",none,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,5,1,1.0,1,1.0,1,ok,,,0.00016278924886137247,0.00019039600738324225,grad,fd,"[4.708066940307617, 1.2595425844192505, 0.5736072063446045, 0.5685147643089294, 0.0008532383944839239]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1326959133148193,0.23234228789806366
KAN_tuned_fixed,core_interaction,rf,0,1024,4096,5,0.0,4,"[0, 1, 2, 3]",rf,"[0.765569906909102, 0.13556063584635594, 0.03911588069011448, 0.03741690343233046, 0.02233667312209727]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,1,1.0,1,1.0,1,ok,,,0.0003722043475136161,0.0004210377228446305,grad,fd,"[4.67125129699707, 1.202394723892212, 0.6210436820983887, 0.5561056137084961, 0.0]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1714420318603516,0.00492902472615242
KAN_tuned_fixed,core_interaction,rf,1,1024,4096,5,0.0,4,"[0, 1, 2, 3]",rf,"[0.7798059772142174, 0.1337201457895127, 0.03220150178678757, 0.03725066569854286, 0.01702170951093971]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,1,1.0,1,1.0,1,ok,,,0.00019143569807056338,0.00021682755323126912,grad,fd,"[4.542474269866943, 1.1387076377868652, 0.5580239295959473, 0.5707405805587769, 0.0]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.124372959136963,0.30210357904434204
KAN_tuned_fixed,core_interaction,rf,2,1024,4096,5,0.0,4,"[0, 1, 2, 3]",rf,"[0.7818197019762293, 0.12623892645309698, 0.036293683625494864, 0.03938706732065981, 0.016260620624519044]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,1,1.0,1,1.0,1,ok,,,0.00024878111435100436,0.00028098540497012436,grad,fd,"[4.703716278076172, 1.206484079360962, 0.6352591514587402, 0.5533386468887329, 0.0]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.142179250717163,0.2990860939025879
KAN_tuned_fixed,core_interaction,rf,3,1024,4096,5,0.0,4,"[0, 1, 2, 3]",rf,"[0.7560325243241118, 0.13405968949835473, 0.04315722745700066, 0.04480300631301314, 0.02194755240751973]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,1,1.0,1,1.0,1,ok,,,0.00023218401474878192,0.00026250293012708426,grad,fd,"[4.808548927307129, 1.2133526802062988, 0.5457851886749268, 0.5765217542648315, 0.0]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1470377445220947,0.4872633218765259
KAN_tuned_fixed,core_interaction,rf,4,1024,4096,5,0.0,4,"[0, 1, 2, 3]",rf,"[0.7433033546213726, 0.14778549684749853, 0.04284872884020179, 0.04558469710401693, 0.02047772258691008]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,1,1.0,1,1.0,1,ok,,,0.0001696923718554899,0.00018252211157232523,grad,fd,"[4.924211025238037, 1.2173569202423096, 0.55815589427948, 0.6132125854492188, 0.0]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.127498745918274,0.15876488387584686
KAN_tuned_fixed,core_interaction,rf,5,1024,4096,5,0.0,4,"[0, 1, 2, 3]",rf,"[0.7311144060855982, 0.16153117792444235, 0.041715103694114276, 0.0430941777663952, 0.02254513452945]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,1,1.0,1,1.0,1,ok,,,0.0002479108516126871,0.0003022951423190534,grad,fd,"[4.736166000366211, 1.1642227172851562, 0.590854823589325, 0.6225987076759338, 0.0]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1430503129959106,0.1506306529045105
KAN_tuned_fixed,core_interaction,rf,6,1024,4096,5,0.0,4,"[0, 1, 2, 3]",rf,"[0.7583436882048817, 0.13748311927892232, 0.04535321343149458, 0.04143455330341307, 0.01738542578128833]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,1,1.0,1,1.0,1,ok,,,0.001428108662366867,0.001748766633681953,grad,fd,"[4.975194931030273, 1.2219130992889404, 0.5651875138282776, 0.5894527435302734, 0.0]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1089200973510742,0.04358749836683273
KAN_tuned_fixed,core_interaction,rf,7,1024,4096,5,0.0,4,"[0, 1, 2, 3]",rf,"[0.7459005854198382, 0.1513814180462135, 0.04400600598100302, 0.04013194282874983, 0.018580047724195442]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,1,1.0,1,1.0,1,ok,,,0.00022995057224761695,0.00025829707738012075,grad,fd,"[4.999810695648193, 1.236278772354126, 0.5946850776672363, 0.580578088760376, 0.0]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1452479362487793,0.12211711704730988
