model,function,screen_mode,seed,samples,test_samples,dimension,noise,top_m,selected_screen_features,screen_score_type,screen_scores,true_variables,true_interactions,num_true_variables,num_true_interactions,formula,grid,k,width_hidden,lamb,steps,opt,update_grid,grid_update_num,effective_dim,screen_contains_all_true_vars,screen_true_var_recall,screen_contains_all_interaction_endpoints,screen_interaction_endpoint_recall,screen_contains_true_interactions,status,error,traceback,train_mse,test_mse,variable_method,interaction_method,importance_scores,selected_variables,variable_precision,variable_recall,variable_f1,variable_auroc,variable_auprc,selected_interactions,interaction_precision,interaction_recall,interaction_f1,true_interaction_score_mean,max_nontrue_interaction_score
KAN_tuned_fixed,core_interaction,rf,8,1024,4096,5,0.0,4,"[0, 1, 2, 3]",rf,"[0.786474056687489, 0.12178979986767045, 0.03813345839587004, 0.03723239187752113, 0.016370293171449415]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,1,1.0,1,1.0,1,ok,,,0.0004462006618268788,0.0005066422745585442,grad,fd,"[4.82158088684082, 1.1623859405517578, 0.6001847982406616, 0.6035025119781494, 0.0]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1776745319366455,0.10338000953197479
KAN_tuned_fixed,core_interaction,rf,9,1024,4096,5,0.0,4,"[0, 1, 2, 3]",rf,"[0.7708176183269012, 0.1379945184078783, 0.03662716947599381, 0.03729668416182052, 0.01726400962740634]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,1,1.0,1,1.0,1,ok,,,0.00011124764569103718,0.00016218914242926985,grad,fd,"[4.732066631317139, 1.2369167804718018, 0.5640491247177124, 0.567211925983429, 0.0]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1007580757141113,0.11780241131782532
KAN_tuned_fixed,core_interaction,oracle_support,0,1024,4096,5,0.0,4,"[0, 1, 2, 3]",oracle_support_random_fill,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,1,1.0,1,1.0,1,ok,,,0.00031871514511294663,0.0003575804294086993,grad,fd,"[4.690705299377441, 1.2076416015625, 0.6216855049133301, 0.5560469031333923, 0.0]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.167731761932373,0.010725343599915504
KAN_tuned_fixed,core_interaction,oracle_support,1,1024,4096,5,0.0,4,"[0, 1, 2, 3]",oracle_support_random_fill,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,1,1.0,1,1.0,1,ok,,,0.000202521841856651,0.00022950576385483146,grad,fd,"[4.541062355041504, 1.1477677822113037, 0.5591879487037659, 0.5704615116119385, 0.0]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1278293132781982,0.29017800092697144
KAN_tuned_fixed,core_interaction,oracle_support,2,1024,4096,5,0.0,4,"[0, 1, 2, 3]",oracle_support_random_fill,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,1,1.0,1,1.0,1,ok,,,0.0002471233601681888,0.00028725003357976675,grad,fd,"[4.7101593017578125, 1.1995326280593872, 0.6330654621124268, 0.5478725433349609, 0.0]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1302216053009033,0.15926779806613922
KAN_tuned_fixed,core_interaction,oracle_support,3,1024,4096,5,0.0,4,"[0, 1, 2, 3]",oracle_support_random_fill,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,1,1.0,1,1.0,1,ok,,,0.00022878998424857855,0.0002583920140750706,grad,fd,"[4.81141996383667, 1.2120120525360107, 0.546017050743103, 0.5758020281791687, 0.0]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1464825868606567,0.43478909134864807
KAN_tuned_fixed,core_interaction,oracle_support,4,1024,4096,5,0.0,4,"[0, 1, 2, 3]",oracle_support_random_fill,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,1,1.0,1,1.0,1,ok,,,0.00026093743508681655,0.0002820145455189049,grad,fd,"[4.892892837524414, 1.2348393201828003, 0.5601809024810791, 0.611467719078064, 0.0]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1222960948944092,0.3038265109062195
KAN_tuned_fixed,core_interaction,oracle_support,5,1024,4096,5,0.0,4,"[0, 1, 2, 3]",oracle_support_random_fill,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,1,1.0,1,1.0,1,ok,,,0.0002476411173120141,0.0002955546951852739,grad,fd,"[4.7357892990112305, 1.1651816368103027, 0.592252254486084, 0.623949408531189, 0.0]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.147658109664917,0.12261588871479034
KAN_tuned_fixed,core_interaction,oracle_support,6,1024,4096,5,0.0,4,"[0, 1, 2, 3]",oracle_support_random_fill,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,1,1.0,1,1.0,1,ok,,,0.001466773683205247,0.0017458030488342047,grad,fd,"[4.962228298187256, 1.2294156551361084, 0.5657593011856079, 0.5902752876281738, 0.0]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.112741470336914,0.043353211134672165
KAN_tuned_fixed,core_interaction,oracle_support,7,1024,4096,5,0.0,4,"[0, 1, 2, 3]",oracle_support_random_fill,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,1,1.0,1,1.0,1,ok,,,0.00023151109053287655,0.0002563882153481245,grad,fd,"[5.008566379547119, 1.2290194034576416, 0.5941956043243408, 0.5799700021743774, 0.0]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1469988822937012,0.1376311331987381
KAN_tuned_fixed,core_interaction,oracle_support,8,1024,4096,5,0.0,4,"[0, 1, 2, 3]",oracle_support_random_fill,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,1,1.0,1,1.0,1,ok,,,0.0004295917460694909,0.0004936166806146502,grad,fd,"[4.824838161468506, 1.1681268215179443, 0.597941517829895, 0.6032266616821289, 0.0]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1745060682296753,0.08935748785734177
KAN_tuned_fixed,core_interaction,oracle_support,9,1024,4096,5,0.0,4,"[0, 1, 2, 3]",oracle_support_random_fill,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,1,1.0,1,1.0,1,ok,,,0.00010335136903449893,0.000147959595778957,grad,fd,"[4.733036041259766, 1.2465548515319824, 0.5655336380004883, 0.5677638053894043, 0.0]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1025700569152832,0.09405077993869781
KAN_tuned_fixed,core_interaction,random,0,1024,4096,5,0.0,4,"[0, 1, 2, 4]",random,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,0,0.75,0,0.5,0,ok,,,0.0898347720503807,0.2865503430366516,grad,fd,"[5.630825042724609, 2.0169601440429688, 2.2715864181518555, 0.0, 1.2537307739257812]","[0, 1, 2, 4]",0.75,0.75,0.75,0.75,0.95,"[(0, 2)]",0.0,0.0,0.0,0.0,35.10331726074219
KAN_tuned_fixed,core_interaction,random,1,1024,4096,5,0.0,4,"[0, 1, 2, 4]",random,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,0,0.75,0,0.5,0,ok,,,0.08259963244199753,0.23222939670085907,grad,fd,"[5.667426586151123, 1.9776849746704102, 1.5039453506469727, 0.0, 0.7996972799301147]","[0, 1, 2, 4]",0.75,0.75,0.75,0.75,0.95,"[(0, 1)]",0.0,0.0,0.0,0.0,21.497997283935547
KAN_tuned_fixed,core_interaction,random,2,1024,4096,5,0.0,4,"[0, 1, 2, 4]",random,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,0,0.75,0,0.5,0,ok,,,0.0902927815914154,0.23990818858146667,grad,fd,"[5.045474052429199, 1.6364126205444336, 0.8953973054885864, 0.0, 1.5427285432815552]","[0, 1, 2, 4]",0.75,0.75,0.75,0.5,0.8875,"[(1, 4)]",0.0,0.0,0.0,0.0,13.547073364257812
KAN_tuned_fixed,core_interaction,random,3,1024,4096,5,0.0,4,"[0, 1, 2, 3]",random,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,1,1.0,1,1.0,1,ok,,,0.0002508520847186446,0.00028629731968976557,grad,fd,"[4.8029327392578125, 1.2088706493377686, 0.5469319820404053, 0.5768401026725769, 0.0]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.146592617034912,0.3928283751010895
KAN_tuned_fixed,core_interaction,random,4,1024,4096,5,0.0,4,"[0, 2, 3, 4]",random,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,0,0.75,1,1.0,1,ok,,,0.08383809030056,0.2074897289276123,grad,fd,"[5.3627119064331055, 0.0, 1.673229455947876, 1.4072703123092651, 1.2130241394042969]","[0, 2, 3, 4]",0.75,0.75,0.75,0.75,0.95,"[(0, 4)]",0.0,0.0,0.0,9.035750389099121,21.97817039489746
KAN_tuned_fixed,core_interaction,random,5,1024,4096,5,0.0,4,"[1, 2, 3, 4]",random,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,0,0.75,1,1.0,1,ok,,,0.38798388838768005,1.4037764072418213,grad,fd,"[0.0, 5.138314247131348, 4.790019989013672, 4.9414286613464355, 3.7294795513153076]","[1, 2, 3, 4]",0.75,0.75,0.75,0.75,0.95,"[(2, 3)]",1.0,1.0,1.0,40.55221176147461,38.94518280029297
KAN_tuned_fixed,core_interaction,random,6,1024,4096,5,0.0,4,"[0, 1, 2, 3]",random,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,1,1.0,1,1.0,1,ok,,,0.001482174964621663,0.0017874561017379165,grad,fd,"[4.971634387969971, 1.218257188796997, 0.5664546489715576, 0.592999279499054, 0.0]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1089158058166504,0.06240646913647652
KAN_tuned_fixed,core_interaction,random,7,1024,4096,5,0.0,4,"[0, 2, 3, 4]",random,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,0,0.75,1,1.0,1,ok,,,0.08037933707237244,0.18811088800430298,grad,fd,"[5.170454025268555, 0.0, 1.476715087890625, 1.5142524242401123, 0.944852888584137]","[0, 2, 3, 4]",0.75,0.75,0.75,0.75,0.95,"[(0, 3)]",0.0,0.0,0.0,9.176955223083496,11.153987884521484
KAN_tuned_fixed,core_interaction,random,8,1024,4096,5,0.0,4,"[0, 1, 2, 3]",random,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,1,1.0,1,1.0,1,ok,,,0.000463877891888842,0.00051738356705755,grad,fd,"[4.827106475830078, 1.1590303182601929, 0.6001708507537842, 0.6051807403564453, 0.0]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1799612045288086,0.09085488319396973
KAN_tuned_fixed,core_interaction,random,9,1024,4096,5,0.0,4,"[0, 2, 3, 4]",random,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,4,0,0.75,1,1.0,1,ok,,,0.07358703017234802,0.1838434338569641,grad,fd,"[5.034886360168457, 0.0, 1.6401455402374268, 1.3416507244110107, 0.9385546445846558]","[0, 2, 3, 4]",0.75,0.75,0.75,0.75,0.95,"[(0, 2)]",0.0,0.0,0.0,8.471055030822754,14.171830177307129
