model,function,screen_mode,seed,samples,test_samples,dimension,noise,top_m,selected_screen_features,screen_score_type,screen_scores,true_variables,true_interactions,num_true_variables,num_true_interactions,formula,grid,k,width_hidden,lamb,steps,opt,update_grid,grid_update_num,effective_dim,screen_contains_all_true_vars,screen_true_var_recall,screen_contains_all_interaction_endpoints,screen_interaction_endpoint_recall,screen_contains_true_interactions,status,error,traceback,train_mse,test_mse,variable_method,interaction_method,importance_scores,selected_variables,variable_precision,variable_recall,variable_f1,variable_auroc,variable_auprc,selected_interactions,interaction_precision,interaction_recall,interaction_f1,true_interaction_score_mean,max_nontrue_interaction_score
KAN_tuned_fixed,core_interaction,raw,0,1024,4096,20,0.0,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",none,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,20,1,1.0,1,1.0,1,ok,,,0.00021882745204493403,0.00026826391695067286,grad,fd,"[4.852903842926025, 1.19408118724823, 0.586593508720398, 0.5846005082130432, 0.00368529767729342, 0.0011339798802509904, 0.0021266029216349125, 0.0004809185047633946, 0.0018194906879216433, 0.0023836572654545307, 0.0020973305217921734, 0.0025339494459331036, 0.0036484282463788986, 0.0008684266358613968, 0.0017158291302621365, 0.0014068020973354578, 0.0024278380442410707, 0.002187881851568818, 0.001744691631756723, 0.0026641981676220894]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1544697284698486,0.18851947784423828
KAN_tuned_fixed,core_interaction,raw,1,1024,4096,20,0.0,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",none,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,20,1,1.0,1,1.0,1,ok,,,0.0001543025573482737,0.0002314738667337224,grad,fd,"[4.789332866668701, 1.2296555042266846, 0.5805988907814026, 0.5779345035552979, 0.0012323872651904821, 0.001514872652478516, 0.003104900475591421, 0.00152001588139683, 0.0024035433307290077, 0.0016866989899426699, 0.0007493365556001663, 0.0010621852707117796, 0.0011155030224472284, 0.0013637132942676544, 0.0039421864785254, 0.0018408811884000897, 0.0020014785695821047, 0.0007185037829913199, 0.003409833647310734, 0.001716668251901865]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.126246690750122,0.2307683527469635
KAN_tuned_fixed,core_interaction,raw,2,1024,4096,20,0.0,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",none,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,20,1,1.0,1,1.0,1,ok,,,0.0002240060712210834,0.0003163313085678965,grad,fd,"[4.656181335449219, 1.1823451519012451, 0.5499560832977295, 0.5591338276863098, 0.004622836131602526, 0.013388438150286674, 0.005543746054172516, 0.0075820693746209145, 0.0033572600223124027, 0.007502402178943157, 0.0029983376152813435, 0.0045976717956364155, 0.0010647374438121915, 0.0007622880511917174, 0.00502351438626647, 0.004325292073190212, 0.0029321901965886354, 0.002215332118794322, 0.0016395662678405643, 0.0028510442934930325]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.061606526374817,0.16701872646808624
KAN_tuned_fixed,core_interaction,raw,3,1024,4096,20,0.0,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",none,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,20,1,1.0,1,1.0,1,ok,,,0.00014505012950394303,0.00016434682765975595,grad,fd,"[4.867027282714844, 1.1680394411087036, 0.6215823888778687, 0.6083528995513916, 0.002094423398375511, 0.0024056020192801952, 0.0009371364139951766, 0.0010890515986829996, 0.0008295070147141814, 0.0005451693432405591, 0.00169185153208673, 0.001709113479591906, 0.002859045984223485, 0.0006748464074917138, 0.0001784149935701862, 0.00011786793766077608, 0.0004484228265937418, 0.0009422795264981687, 0.0024380444083362818, 0.0006808046018704772]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1636607646942139,0.08006929606199265
KAN_tuned_fixed,core_interaction,raw,4,1024,4096,20,0.0,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",none,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,20,1,1.0,1,1.0,1,ok,,,0.00028137717163190246,0.00039471290074288845,grad,fd,"[4.88948392868042, 1.2332916259765625, 0.595257580280304, 0.5873757600784302, 0.008222078904509544, 0.0048448555171489716, 0.0028386868070811033, 0.007494744844734669, 0.0017099925316870213, 0.0005299580516293645, 0.005645317956805229, 0.005636422894895077, 0.0009552912088111043, 0.0036509770434349775, 0.0037562763318419456, 0.003404441988095641, 0.0023557397071272135, 0.0004415591829456389, 0.003709209617227316, 0.0036578034050762653]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1076130867004395,0.10285569727420807
KAN_tuned_fixed,core_interaction,raw,5,1024,4096,20,0.0,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",none,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,20,1,1.0,1,1.0,1,ok,,,0.0001875961315818131,0.00020382158982101828,grad,fd,"[4.902939319610596, 1.102685570716858, 0.5851590037345886, 0.6024819612503052, 0.001424705609679222, 0.001019347459077835, 0.00045577698620036244, 0.0007853420102037489, 0.0010694806696847081, 0.0010910921264439821, 0.0012031013611704111, 0.0011665172642096877, 0.002621664199978113, 0.0013999815564602613, 0.0011496359948068857, 0.000803651288151741, 0.0015855126548558474, 0.0016102143563330173, 0.0007296770927496254, 0.0009553170530125499]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.162854552268982,0.011803931556642056
KAN_tuned_fixed,core_interaction,raw,6,1024,4096,20,0.0,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",none,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,20,1,1.0,1,1.0,1,ok,,,0.0001495818723924458,0.00016871464322321117,grad,fd,"[4.725872039794922, 1.176404356956482, 0.5725034475326538, 0.5554574728012085, 0.001517975702881813, 0.0027751256711781025, 2.9380773412412964e-05, 0.005583598744124174, 0.0019128572894260287, 3.4043521736748517e-05, 0.0017529157921671867, 0.004344427026808262, 0.00020734663121402264, 4.456216629478149e-05, 5.582202720688656e-05, 0.005848392844200134, 6.904453130118782e-06, 0.00249687978066504, 0.001850804197601974, 0.002829686040058732]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.0890512466430664,0.11584649235010147
KAN_tuned_fixed,core_interaction,raw,7,1024,4096,20,0.0,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",none,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,20,1,1.0,1,1.0,1,ok,,,0.00018472516967449337,0.0002326339017599821,grad,fd,"[4.915694713592529, 1.1868438720703125, 0.5968453884124756, 0.5738332271575928, 0.0005509961629286408, 0.003041316755115986, 0.0014391271397471428, 0.0005992332589812577, 0.0018471598159521818, 0.00020184629829600453, 0.0012697288766503334, 0.0031108129769563675, 0.0019203214906156063, 0.00023462058743461967, 0.0011436152271926403, 0.0011944780126214027, 0.0009193092118948698, 0.0007126732962206006, 0.0017229128861799836, 0.001386392628774047]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.1351099014282227,0.4420464038848877
KAN_tuned_fixed,core_interaction,raw,8,1024,4096,20,0.0,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",none,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,20,1,1.0,1,1.0,1,ok,,,0.00018490731599740684,0.00023895692720543593,grad,fd,"[4.777965545654297, 1.1945326328277588, 0.5321861505508423, 0.5707259178161621, 0.004017144441604614, 0.004213747568428516, 0.00570847000926733, 0.009576630778610706, 8.948706818046048e-05, 0.000440923118731007, 0.000187127006938681, 0.0021360341925174, 0.0011772108264267445, 0.0007969738217070699, 0.004313322715461254, 0.0004926820984110236, 0.0029792198911309242, 0.0038907937705516815, 0.0016096951439976692, 0.0014481892576441169]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.0936824083328247,0.0942501351237297
KAN_tuned_fixed,core_interaction,raw,9,1024,4096,20,0.0,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",none,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + x2*x3,5,3,8,0.001,50,LBFGS,0,10,20,1,1.0,1,1.0,1,ok,,,0.0001790813112165779,0.0002539063571020961,grad,fd,"[4.78049373626709, 1.211824893951416, 0.5940787196159363, 0.5759617686271667, 0.0023702955804765224, 8.373802847927436e-05, 0.004203770309686661, 0.006239048205316067, 0.0021286536939442158, 0.0028590280562639236, 0.004847106523811817, 0.0008547307224944234, 0.003211840521544218, 0.00027455692179501057, 0.00024626535014249384, 0.0009782689157873392, 0.0017560441046953201, 0.0058665089309215546, 0.002657982986420393, 0.00240075821056962]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,1.0799063444137573,0.17630605399608612
