function,samples,dimension,noise,nuisance_correlation,n_correlated_proxies,width_hidden,grid,k,lamb,probe_steps,method,top_m,screen_contains_all_true_vars_mean,screen_contains_all_true_vars_std,screen_true_var_recall_mean,screen_true_var_recall_std,screen_contains_all_interaction_endpoints_mean,screen_contains_all_interaction_endpoints_std,screen_interaction_endpoint_recall_mean,screen_interaction_endpoint_recall_std,screen_contains_true_interactions_mean,screen_contains_true_interactions_std,true_endpoint_rank_mean_mean,true_endpoint_rank_mean_std,true_endpoint_rank_worst_mean,true_endpoint_rank_worst_std,true_endpoint_score_mean_mean,true_endpoint_score_mean_std,max_nuisance_score_mean,max_nuisance_score_std,endpoint_minus_max_nuisance_mean,endpoint_minus_max_nuisance_std,num_support_evals
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_hybrid,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.04263978370655565,0.0014838814466053734,0.008367484693825354,0.00015873216017407704,0.034272299012730295,0.0015936876981908193,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_hybrid,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.04263978370655565,0.0014838814466053734,0.008367484693825354,0.00015873216017407704,0.034272299012730295,0.0015936876981908193,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.024229146232295804,0.0007411041626524245,0.005624402067171656,0.00018410263807900118,0.018604744165124146,0.0008671187988199695,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.024229146232295804,0.0007411041626524245,0.005624402067171656,0.00018410263807900118,0.018604744165124146,0.0008671187988199695,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.024229146232295804,0.0007411041626524245,0.005624402067171656,0.00018410263807900118,0.018604744165124146,0.0008671187988199695,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.024229146232295804,0.0007411041626524245,0.005624402067171656,0.00018410263807900118,0.018604744165124146,0.0008671187988199695,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.04263978370655565,0.0014838814466053734,0.008367484693825354,0.00015873216017407704,0.034272299012730295,0.0015936876981908193,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.04263978370655565,0.0014838814466053734,0.008367484693825354,0.00015873216017407704,0.034272299012730295,0.0015936876981908193,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.04263978370655565,0.0014838814466053734,0.008367484693825354,0.00015873216017407704,0.034272299012730295,0.0015936876981908193,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.04263978370655565,0.0014838814466053734,0.008367484693825354,0.00015873216017407704,0.034272299012730295,0.0015936876981908193,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.06074983802100697,0.0017379826042171473,0.010021870134604687,0.00028417484175488383,0.050727967886402284,0.0019779977337771497,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.06074983802100697,0.0017379826042171473,0.010021870134604687,0.00028417484175488383,0.050727967886402284,0.0019779977337771497,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.06074983802100697,0.0017379826042171473,0.010021870134604687,0.00028417484175488383,0.050727967886402284,0.0019779977337771497,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.06074983802100697,0.0017379826042171473,0.010021870134604687,0.00028417484175488383,0.050727967886402284,0.0019779977337771497,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.017606687401663542,0.00028091373739202026,0.00788632006802885,0.00022902443154625306,0.009720367333634693,0.0004948647429881124,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.017606687401663542,0.00028091373739202026,0.00788632006802885,0.00022902443154625306,0.009720367333634693,0.0004948647429881124,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.017606687401663542,0.00028091373739202026,0.00788632006802885,0.00022902443154625306,0.009720367333634693,0.0004948647429881124,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.017606687401663542,0.00028091373739202026,0.00788632006802885,0.00022902443154625306,0.009720367333634693,0.0004948647429881124,30
